factor(Management_Group)201701_HI_ME01 factor(Management_Group)201701_MI_MD01 factor(Management_Group)201701_MI_ME01 factor(Management_Group)201801_FES_MD01 factor(Management_Group)201801_FES_ME01 factor(Management_Group)201802_FES_MD01 factor(Management_Group)201802_FES_ME01 heterosis perANS perHHS perARS perSHS perDSS perBMS perBRS perBNS perSGS perBVS perCHS perCAS perGVS perLMS perMAS perSAS perSMS perTAS perBVSo perCHSo perLMSo perHH perAN perSM perCH perM2 perM3 perRS perBV perBR perXB perRO
-0.7091743 -0.6105632 -0.6385484 -2.229602 -3.170732 -2.447084 -1.641199 0.02142546 -6.832926 -8.019494 -6.896017 -7.074474 -8.412047 -8.088187 -9.673331 -8.283836 -8.725688 -6.083743 -7.313741 -8.148599 -7.957985 -7.756295 -9.850729 -7.429906 -7.803268 -6.953582 2838.868 -58.42233 -2359.423 -8.516883 -6.362399 -7.083491 -6.842074 2.304667 -3.241094 87.7582 -2920.663 -4.185736 -4.414215 -29.29328
-0.3707597 0.1416657 0.0534681 -1.790286 -2.607787 -1.376671 -0.8862042 0.1228081 -6.448631 -7.695763 -6.068638 -6.687679 -6.238722 -10.57099 -10.2933 -7.508735 -7.943207 -8.562777 -7.374193 -6.550734 -7.954267 -7.732153 -8.337279 -9.045657 -7.257205 -6.7625 3019.86 72.22853 -2916.577 -9.146782 -8.716295 -7.466556 -6.942603 -8.058917 -14.04074 -8.189525 520.006 0.7976721 -8.300524 -3.985305
0.07739968 -0.2803183 -0.1406622 -1.782541 -2.188377 -1.586216 -1.123824 0.3748736 -6.875664 -8.15355 -6.557513 -6.608962 -8.895254 -8.534944 -7.823159 -6.760736 -7.236896 -6.585511 -7.567995 -7.098191 -7.516572 -7.522902 -9.095914 -8.985696 -7.797403 -7.822113 3433.881 -14.63304 -3114.308 -7.810194 -9.142515 -8.278651 -8.38641 -5.732695 -10.05632 -9.378317 -311.1146 -2.961857 -5.684577 5.838978
-0.2997754 -0.3382703 -0.122623 -1.831813 -2.420691 -1.382358 -1.116493 0.2037938 -6.768288 -7.575089 -6.416127 -6.054022 -10.28868 -8.338977 -8.581042 -8.556917 -7.793303 -8.669739 -6.832076 -8.07777 -7.74168 -7.536392 -8.76393 -7.244314 -7.176779 -5.707827 3386.699 -122.8367 -3160.394 -8.806056 -7.154345 -7.831936 -6.771894 1.628394 -7.412833 63.4938 334.3872 -4.035205 -6.79801 -13.66645
-0.1975466 -0.08955003 -0.05742043 -1.296972 -1.715957 -1.511052 -1.373593 0.1971076 -6.351947 -8.981158 -6.300267 -6.448939 -7.275849 -9.604643 -8.629387 -8.478309 -7.779129 -8.953854 -7.767564 -9.541012 -7.730794 -7.634467 -9.400247 -7.520862 -7.706578 -4.81004 3555.002 -93.06691 -3406.822 -9.568202 -8.925722 -7.155672 -6.723151 -13.81917 -11.59292 13.93274 2582.344 -6.109575 -5.489024 -6.895031
-0.8884035 -0.444229 -0.6595311 -1.39371 -3.017329 -1.539429 -1.670847 0.1186468 -7.16067 -7.962387 -6.820102 -6.175968 -5.486125 -8.846033 -6.867804 -7.970505 -9.965187 -8.667052 -7.711196 -7.362128 -7.7839 -7.844573 -9.263457 -6.487734 -7.725277 -7.006971 2988.933 -217.7663 -3110.96 -6.40829 -9.062324 -6.010227 -7.671325 -2.869208 -9.055419 97.43048 5891.904 -10.02383 -6.87148 -18.16942
-0.639177 -0.5265573 -0.7662484 -1.906804 -2.32521 -2.300979 -1.532873 0.2973529 -6.352445 -7.268864 -6.739265 -6.489845 -9.13744 -9.369412 -9.256387 -7.327536 -9.696881 -6.992692 -7.845731 -8.958723 -7.170137 -7.387621 -8.804255 -8.33875 -7.462353 -6.136541 2917.62 -60.6758 -3182.994 -6.358803 -8.336663 -8.072689 -7.914616 -6.041236 -4.589242 17.10386 5566.445 2.145242 -5.358467 -6.449805
-0.6914463 -0.4655386 -0.3734136 -2.013657 -2.654191 -1.452661 -1.740928 -0.2151198 -6.94781 -7.611137 -7.376828 -5.974503 -7.209251 -8.801063 -9.332019 -8.494566 -8.780536 -9.244476 -7.791619 -5.645254 -7.250478 -7.781961 -8.704544 -8.61976 -8.043307 -6.792208 2839.081 -228.5907 -2949.478 -7.228524 -7.287241 -8.377005 -8.062222 -7.323236 -8.753643 20.48941 5132.7 -8.723054 -3.528574 -33.96524
-0.1664155 0.3188097 -0.2319278 -1.802889 -2.738139 -1.615881 -1.466439 0.1377906 -6.385138 -8.463214 -6.354423 -5.738485 -6.164535 -8.921506 -9.026691 -8.835644 -8.460266 -7.175816 -8.159517 -8.005015 -7.246788 -7.729541 -8.729481 -7.535295 -7.454347 -6.931189 3179.668 4.236378 -3351.351 -8.206313 -8.65705 -8.043631 -6.977882 -7.54357 -13.29367 30.2605 4967.117 -1.750469 -6.007333 3.743721
-0.2118121 -0.4769374 -0.2413224 -1.739641 -2.053579 -1.541612 -1.904781 0.07429343 -7.009457 -8.667484 -6.599691 -4.591154 -8.580959 -8.431034 -8.687802 -7.643095 -10.31759 -9.10654 -8.458561 -7.697014 -7.475655 -8.145162 -8.812899 -7.524965 -7.023405 -6.29614 3217.966 -114.0279 -3183.459 -4.905581 -8.15213 -6.80033 -7.557457 -12.82076 -5.502485 -31.58089 4783.579 -6.320276 -7.595986 -15.45365
0.0221214 -0.01470746 -0.1682836 -1.951355 -2.937617 -1.40567 -1.17459 0.1243835 -5.858349 -7.409843 -5.683369 -5.027144 -7.897395 -9.241636 -7.737949 -7.719647 -7.974812 -7.67759 -6.051433 -6.226728 -7.129841 -7.454776 -7.010664 -5.810693 -7.225952 -4.88848 3062.018 50.52956 -3494.969 -8.557525 -11.10208 -8.206779 -7.663922 -0.5763699 -10.36329 22.96455 7712.507 8.546725 -3.656412 -19.53214
-0.281438 -0.3699418 -0.4065255 -1.451614 -1.988054 -1.583094 -1.473595 -0.3417567 -6.154145 -7.741288 -5.788625 -4.976341 -6.450931 -8.054527 -7.987042 -7.387895 -9.024745 -7.469761 -7.183245 -6.983733 -6.07859 -6.461558 -7.926253 -7.366271 -6.604778 -3.95459 3276.894 -299.615 -3289.562 -6.539344 -5.982764 -5.761195 -6.642949 -7.115276 -1.774428 1.753183 4484.941 -1.130563 -2.853942 -12.08202
-0.5885348 0.145273 -0.02988682 -1.449922 -2.292981 -1.352079 -1.437278 -0.03174984 -6.344884 -7.452102 -6.335595 -4.873502 -7.752004 -8.184526 -7.596802 -6.993194 -7.203826 -8.276489 -6.479507 -6.816295 -6.635514 -7.378197 -7.550525 -7.962855 -6.754194 -5.166079 2633.417 -63.20307 -2819.145 -5.829908 -8.225498 -10.40491 -7.664975 -3.247383 -13.23802 43.40415 5109.537 0.9865386 -4.241747 -21.89554
0.06928668 -0.01445258 0.03601388 -1.23253 -2.026969 -0.9824217 -1.019922 0.2152099 -5.776541 -7.277361 -5.760503 -5.700615 -8.424424 -7.432706 -7.631859 -7.075555 -8.608009 -5.765238 -7.343535 -6.504675 -6.163251 -7.089609 -8.432834 -7.060113 -6.581141 -6.321081 2500.295 -60.97553 -2483.682 -6.977093 -6.057704 -7.231391 -8.084009 -8.710654 -9.299387 16.80133 2703.134 -7.786766 -6.847524 -41.45214
0.2889232 -0.08155738 -0.2840901 -2.126517 -2.650326 -1.564017 -1.501758 0.1775948 -5.16472 -6.472317 -5.484903 -4.471006 -6.030247 -8.843087 -4.683587 -6.65178 -8.675228 -6.08847 -5.83516 -5.972957 -5.759554 -5.904669 -7.354433 -5.636851 -6.580248 -6.325675 2957.777 -78.02564 -2897.625 -7.106936 -7.704924 -7.309356 -7.735179 -4.364817 -15.48719 46.62964 2113.627 -3.35757 -1.410212 -2.317074
0.1437001 -0.2759897 0.1392591 -1.643535 -2.298719 -1.633887 -1.412767 0.1400794 -5.094403 -6.683123 -4.674302 -4.160957 -7.958358 -7.010071 -4.182152 -5.66441 -6.610184 -6.452069 -5.440962 -4.413148 -5.887021 -5.64827 -7.403817 -6.278838 -5.620214 -5.027127 2637.074 -58.97693 -3086.184 -6.172402 -5.177225 -5.891342 -7.63542 -0.6288405 -6.232767 66.41513 8034.721 -9.512931 -4.060856 -1.910077
-0.6639444 -0.7768757 -0.2918383 -1.739021 -3.13667 -1.69881 -2.169492 0.7324923 -4.251983 -5.617422 -3.975272 -3.545011 -6.076643 -7.319579 -8.105134 -6.25813 -7.337595 -5.982273 -4.677886 -4.031554 -5.049105 -5.126828 -5.9926 -5.1569 -4.895921 -4.174284 3301.595 -45.39152 -3246.545 -5.833644 -4.046739 -5.173189 -4.419993 4.927499 -8.284909 -12.72555 2309.467 -0.2621995 -3.143948 -5.640796
-0.01829178 -0.3410199 -0.3193993 -1.771881 -2.631014 -2.211443 -1.68217 0.8471635 -2.538394 -3.952549 -2.400312 -3.839233 -4.236189 -5.634361 -6.426162 -4.87511 -6.658651 -5.552419 -3.059929 -4.123246 -3.495519 -3.910112 -5.79937 -5.331412 -3.739772 -1.945711 2882.771 63.67467 -3335.321 -4.917071 -5.595123 -6.097112 -5.683737 4.239386 -3.830823 2.963343 6415.761 -9.995289 -1.984821 -4.020867
-0.183709 -0.3980383 -0.2630999 -2.090181 -2.671819 -1.448136 -1.169798 0.3419325 -2.475269 -3.60969 -3.006103 -1.79097 -3.279821 -5.579511 -5.239152 -4.137079 -4.23988 -4.581406 -2.995003 -3.549878 -2.939491 -3.276345 -5.706125 -4.273986 -3.799426 -2.230889 3491.442 -120.5118 -3873.475 -4.961824 -2.864641 -4.657247 -3.378284 -11.44167 -3.467834 25.86414 8083.328 15.95812 1.023073 -31.36422
-0.0571516 -0.5218085 -0.1408936 -0.8346753 -1.911997 -1.141019 -1.121579 -0.01779617 -2.78933 -3.121394 -2.538523 -2.274417 -5.960182 -5.521804 -4.866889 -3.456701 -5.531998 -3.990199 -3.478876 -2.699073 -3.753159 -4.245558 -4.627933 -2.863463 -3.959524 -4.698112 3387.459 -209.1711 -3544.399 -4.092243 -2.254068 -2.816943 -2.572439 -0.02327687 -2.542078 23.89272 5000.02 11.76662 -0.5957989 -22.03931
-0.2453115 -0.1523401 -0.3235194 -1.898318 -2.334753 -1.587738 -1.487522 0.2090219 -2.238477 -3.306031 -2.796989 -1.765295 -2.068545 -5.209281 -4.594455 -3.708133 -3.338153 -3.947065 -3.796864 -3.825574 -3.816804 -3.932396 -5.619775 -3.77338 -3.834662 -1.233351 3708.278 -203.4039 -3837.258 -4.919637 -3.891778 -2.708117 -5.043204 -6.068153 -4.692369 2.70389 5756.749 6.332867 0.07380703 -27.21218
-0.5780045 -0.1832274 -0.4123649 -1.992386 -2.254694 -1.363101 -0.9567123 0.2936652 -2.139341 -3.183963 -2.550448 -2.85853 -5.771499 -4.381665 -5.120563 -3.272243 -2.766737 -1.955495 -3.376842 -3.309096 -3.087892 -2.908234 -3.772739 -2.716862 -3.267783 -0.9843332 3798.313 56.02227 -4066.278 -1.469616 -2.548364 -2.607308 -3.227626 -7.29003 0.1904104 -36.89548 7206.054 2.11254 -0.8297371 -24.49198
-0.3994137 -0.6693677 -0.8067301 -2.472701 -2.924868 -2.64874 -2.67757 0.3357781 -1.994228 -3.708532 -1.354274 -1.839841 -5.716999 -3.664871 -3.159362 -3.664776 -4.277446 -3.097246 -3.03368 -2.255654 -2.626464 -3.214571 -5.037621 -1.85958 -2.5405 -1.796383 3438.705 -42.10514 -3723.932 -2.170399 -4.53021 -4.173126 -4.579441 2.219985 -4.028713 -20.2899 7037.867 -3.242826 -0.5632385 -27.43884
-0.546336 -0.5916953 -0.5898836 -1.901217 -2.019361 -1.401597 -1.303448 -0.1525056 -2.633015 -3.148463 -2.620928 -2.022154 -2.599815 -4.822482 -3.150096 -2.728144 -4.54346 -3.774577 -3.082433 -2.603297 -2.39053 -2.655121 -4.86307 -3.735869 -3.448324 -1.578468 2920.758 -25.52373 -2964.686 -4.550476 -5.368545 -3.580631 -4.192642 4.239237 -9.890873 -33.9062 3787.906 2.967415 -1.33237 -0.2073226
-0.3603902 -0.5068633 -0.3579774 -2.078024 -2.775709 -1.412203 -2.207847 0.4207757 -2.186067 -3.4205 -2.009753 -1.985846 -3.408973 -3.353112 -4.452944 -3.404772 -4.228696 -5.064472 -2.277705 -2.295051 -2.878675 -3.8308 -4.537263 -3.660329 -3.198194 -1.434187 3379.272 -299.6043 -2924.408 -4.376397 -3.153137 -3.521882 -3.998762 0.8164239 -10.90205 42.18333 -1651.401 12.21447 -3.3951 -0.157893
0.05372485 -0.06086807 -0.3936265 -2.670903 -2.905454 -1.268621 -1.553925 0.2693607 -2.042327 -2.063133 -2.337078 -1.015747 -3.802314 -4.075739 -3.594724 -4.557934 -3.184616 -4.337916 -3.052696 -3.512572 -2.492494 -2.363543 -4.15295 -3.692169 -2.969752 0.1631166 3937.913 -86.43994 -3634.268 -3.427612 -2.815095 -4.273636 -4.07076 -5.882957 -3.646732 42.87073 1015.028 5.929178 -1.608742 -9.311127
-0.8000411 -1.014431 -0.600364 -2.700158 -3.170924 -2.325903 -2.059146 0.0859671 -2.343085 -2.388132 -1.580821 -1.286847 -2.303235 -3.863367 -6.005967 -3.907509 -3.570721 -2.299035 -2.152817 -1.576616 -3.139408 -2.670321 -3.914579 -3.882279 -2.792573 -0.8124764 4098.465 -73.09597 -3450.082 -3.647541 -1.435291 -2.183011 -2.340044 -4.484157 -4.603241 29.58041 -3871.463 -8.224608 1.452334 -8.833862
0.1665901 0.1938629 -0.1344362 -1.185836 -2.801256 -1.376993 -1.300609 0.6470329 -1.611531 -2.270723 -1.978253 -1.673379 -2.034028 -4.952497 -3.345727 -2.387712 -3.204563 -2.001226 -2.455255 -2.847677 -2.840643 -3.060942 -4.028016 -3.483666 -2.572367 -1.232752 4256.257 -93.72123 -3714.215 -5.425185 -3.407994 -4.148709 -4.918316 -1.11556 -9.883542 22.98796 -1132.73 -3.841141 -0.9236391 -21.31584
-0.509238 -0.0128733 0.2200366 -1.514903 -2.328649 -1.127279 -1.564387 0.688658 -2.238483 -2.807225 -1.431669 -1.543869 -5.303483 -4.146675 -3.317829 -2.949596 -2.371534 -4.224573 -2.628392 -1.970968 -2.552619 -2.584503 -4.589332 -2.299133 -2.351013 -3.041274 4499.039 -44.80106 -3708.986 -3.741835 -1.437065 -2.719459 -3.209367 -2.81016 -5.902066 11.77577 -4357.122 -1.394074 -0.03466971 -8.415813
-0.1349349 -0.5838523 -0.2156095 -1.793363 -2.7724 -1.235995 -2.052084 0.295973 -1.5277 -2.933658 -1.477293 -0.9571113 -3.999272 -4.458022 -0.9864202 -2.97152 -4.80537 -1.685459 -1.332767 -2.586052 -2.135027 -2.586244 -4.490436 -2.134684 -2.117113 -0.2507128 3956.754 78.05323 -3413.303 -3.94454 -3.307761 -1.670811 -3.667501 -2.653056 -9.276465 34.96354 -2052.866 4.904243 -0.4811947 32.16263
0.4352785 -0.07910575 0.2641755 -0.9414489 -2.220907 -0.8692787 -1.497854 -0.1887728 -1.253571 -2.057336 -1.8268 -0.5516372 -2.606936 -2.552213 -2.557899 -1.336397 -1.663706 -1.592118 -1.178699 -2.421654 -2.606208 -1.612987 -3.208145 -2.455825 -2.699832 -1.669155 3674.291 -124.2125 -3485.106 -3.824124 -0.8028762 -3.068426 0.1667099 2.443525 -9.647555 13.19104 3188.312 -3.746536 -0.1893816 -4.008575
-0.4672373 -0.4085556 -0.0423562 -1.498545 -1.976599 -1.180929 -1.879094 0.07140235 -0.8455057 -2.06977 -1.357529 0.05897117 -4.753489 -3.463369 -2.425591 -2.195287 -2.808328 -2.485486 -2.022519 -2.133176 -0.8376757 -1.092123 -3.346615 -2.272277 -1.276816 -1.564171 3611.065 -69.54105 -3851.565 -1.161598 -0.6824297 -2.529107 -1.150016 1.646109 0.3148532 -10.22882 7244.605 12.2686 0.3880828 0.9622162
0.7497016 -0.007388269 0.5760535 -0.9644463 -1.445353 -0.9935197 -0.67905 -0.1058026 -0.39914 -1.746002 -0.8584456 -0.6400409 -2.215204 -2.854858 -3.441418 -1.755461 -1.580374 -1.470571 -2.176895 -1.133095 -1.453175 -1.857805 -2.969899 -0.88223 -1.001724 -1.526715 4004.95 -146.1736 -4444.9 -1.484786 -0.9315257 -1.548361 -2.559249 5.086901 1.464948 -20.54605 10448.48 -2.71843 1.555372 -13.62715
-0.5539717 -0.0743183 0.0630491 -1.674411 -2.568484 -1.248045 -0.8558746 0.4181721 -0.1251528 -1.148382 -0.5734708 0.2436321 -2.401245 -2.534211 -0.4275414 -2.052609 -2.123533 0.53322 -0.3395147 -0.2384319 -0.4198856 -0.8917393 -1.59741 0.185761 -0.8981002 0.8234292 4444.143 61.45573 -5286.84 -0.07786559 -0.2908085 -2.180811 -1.681886 1.772432 -2.790786 19.19825 14959.98 -5.78481 2.275968 -8.525204
0.3011455 0.2720458 -0.3074098 -0.7177714 -2.233863 -1.625682 -1.276927 -0.06459821 0.9345869 -0.1991829 0.5737781 1.597555 -1.222959 -0.7129842 -1.419784 0.01663708 -1.340119 1.012844 -0.3711144 2.060539 0.7101783 0.1653025 -1.628196 -2.950708 0.2188966 0.5745327 5089.07 -113.3604 -6069.857 -1.845692 1.090059 -1.560377 -0.3358846 -2.583808 1.286832 19.05792 16805.91 -15.92001 1.726217 -15.49916
-0.709556 -0.6997095 -0.5757806 -1.084068 -3.346603 -1.793792 -2.254726 0.3769372 0.8218154 -0.06322384 0.6857668 2.735001 0.06359291 -1.507681 -0.5645679 -1.490106 0.07892514 -0.7902172 0.8123143 -0.07269979 0.04130569 0.3900228 -1.018972 0.4729515 0.371403 0.7607536 5682.69 53.93826 -6036.036 3.106927 0.7859994 0.01755913 -0.7308751 15.89771 -5.01964 68.36643 9614.583 18.40628 1.331976 -14.219
-0.3087567 -0.6418076 -1.117241 -1.750727 -2.412219 -1.898054 -1.582323 0.278314 0.8906684 -0.2682172 0.3395778 1.145878 -0.4265662 -0.1536077 -1.171902 -0.1568744 -0.06697458 0.6882996 0.2691643 0.817746 0.01660409 0.3002174 -0.5373316 0.7136308 0.00415321 1.746548 6004.888 -51.53267 -6010.113 -0.2053206 -0.1428124 0.4599221 -0.4402741 -0.6077676 -1.418028 45.04069 6623.294 1.184457 2.312718 -14.02307
-0.04011205 -0.2969992 -0.1989687 -2.493645 -2.944766 -1.902661 -1.646447 0.6699649 0.7766816 -0.3383669 0.337635 0.5588164 2.515643 -0.8604111 -2.966289 -0.5898603 -1.090777 -1.396739 -0.4745889 0.06161813 0.05704881 -0.315758 -1.589105 -0.2881286 0.6468929 -0.837976 6320.022 -137.4882 -6402.765 -1.599906 0.1893601 -0.5004599 0.280214 0.1192592 -6.8467 -13.91236 8369.209 0.09379774 1.627175 -8.711006
-0.4845666 -0.5880565 -0.4452764 -1.489201 -2.443576 -1.65062 -1.281276 0.4716781 1.453585 1.077555 1.434258 2.260444 -0.5001171 -0.8630254 1.099688 -0.3895995 0.1668456 -0.9885059 1.388373 2.264994 1.204509 0.3491168 -1.332905 0.3717006 0.8218518 1.859748 6259.497 -202.3079 -6626.269 1.311505 -0.3185967 -0.4329809 -0.7788175 -2.550808 -4.537813 95.80581 11859.14 -12.64427 0.8309244 -13.8545
0.2643402 0.06683602 0.3502831 -1.540845 -2.655384 -1.018626 -1.561291 0.5368823 1.983529 0.880826 1.947905 2.128821 1.211263 -0.03445642 -1.137365 0.9197394 0.7958364 0.7072837 1.827112 1.376249 0.4896368 0.9803432 0.352159 1.300976 1.977935 2.37145 6297.567 -11.49583 -7067.732 1.042357 1.914606 -1.475208 0.7451076 6.750294 -3.763737 37.34397 15451.53 -7.705503 2.471809 -33.1392
-0.03563965 -0.5178343 0.04091274 -1.491752 -2.236317 -2.029731 -1.278605 0.2047942 2.804353 1.664889 2.827409 2.947382 1.27107 0.1652192 0.4400914 1.190605 1.388018 0.8080838 2.204683 1.326153 1.919758 1.529928 0.6651522 2.004749 1.91525 4.011998 6862.506 -42.49491 -7132.367 2.167623 1.3181 3.393528 0.4546827 8.073998 2.715376 21.12659 10310.73 -9.046284 2.475299 -12.11916
-0.7286035 -1.072367 -0.5875524 -2.402188 -2.896434 -1.968989 -1.808258 0.4697489 2.266127 1.842251 3.108884 3.645937 0.9620007 0.1146527 0.9640094 0.1499435 -2.048815 0.7370146 1.864321 0.5931447 2.319146 1.574819 0.9430984 1.411855 1.999771 3.996854 7286.922 -165.7112 -6921.149 3.524612 2.153686 1.62918 2.880722 12.47353 3.359902 -8.018691 4129.362 17.50789 4.576146 -8.186389
-0.779937 -0.3200621 -0.06456337 -1.712071 -2.04152 -2.145703 -1.660713 0.5288645 2.364678 0.8205736 3.052124 2.903546 0.7002227 0.5078827 0.1053497 2.073382 -0.02766778 1.160614 1.8838 1.717034 2.642737 1.852009 0.5977839 2.467187 1.543435 3.770462 7302.88 117.7888 -7143.193 1.547653 3.330984 2.96864 1.834416 1.692741 10.3008 28.58949 4822.588 2.717883 5.167449 -13.70702
-0.2446426 -0.1359749 -0.02098837 -2.137487 -2.911301 -1.047534 -1.669581 0.2084714 2.643685 2.062749 2.332071 2.438454 -1.327627 -0.05231116 -0.9596951 0.5910891 0.01040456 1.005084 2.121621 1.428973 1.543062 1.338784 -0.4181833 1.677824 1.84103 4.975088 7832.23 -247.104 -7330.263 -1.16847 -1.46492 0.80854 -0.02313204 2.414644 -1.963028 -14.85361 2357.266 10.18016 5.810315 -0.1336739
-0.2201163 -0.5240042 -0.2985732 -1.311911 -2.692082 -0.8445794 -0.8122765 0.6176293 1.768759 0.6352936 1.876265 2.835585 -1.412403 -0.3934636 0.9360106 1.359602 1.451263 0.8693974 1.042932 0.5034633 1.491802 1.754079 0.3176022 1.615882 1.624353 2.186884 7770.055 102.8359 -7065.194 0.2218677 0.3489747 0.3557427 2.011949 8.036297 2.063235 35.3758 -710.7364 4.159315 4.089141 -30.84199
-0.07320896 0.1853578 -0.09925152 -1.7651 -2.290548 -1.452665 -0.5922007 0.3418072 2.093339 1.65294 2.688133 3.036913 0.9773068 1.275722 1.05298 1.161287 0.6366021 1.07959 1.460506 1.717872 0.9630442 1.469701 0.9588069 1.572523 1.752236 3.303879 7282.642 -25.22567 -7063.082 0.2498495 3.228661 1.684668 2.70531 6.379815 3.895543 61.36946 5342.029 3.763983 4.782329 -3.327733
-0.2157503 -0.3328361 0.1391735 -1.468968 -2.359561 -1.736492 -1.359365 0.01060261 3.70402 1.792303 3.577869 3.913471 1.491917 0.257479 2.211418 1.785197 1.063485 2.896939 2.340304 2.010439 3.548857 2.485501 -0.1508449 0.7905094 2.330438 4.119291 7358.426 -183.8075 -7119.828 2.118303 4.36786 2.827883 1.260923 -2.949701 3.681428 -3.56455 5901.789 -4.545878 6.308675 6.559021
-0.199903 -0.5875759 -0.1220227 -2.594104 -2.525581 -2.340592 -1.483398 0.9261456 3.170886 1.812979 3.466108 4.175431 0.1305472 0.5776513 2.407304 1.414954 1.434743 3.78011 1.498801 1.752848 2.736515 2.106925 0.4326234 2.656419 3.700024 3.883585 7085.885 -0.6596328 -7343.064 3.678667 6.029096 0.2002613 2.291316 1.303546 7.504135 3.575424 10666.7 0.4861049 2.297768 -3.902736
-0.7043134 -0.6825626 -0.9302154 -2.127157 -2.657284 -1.591876 -1.604503 0.04510722 4.233067 2.913566 4.230371 4.784684 2.34446 2.161174 1.400528 1.430301 2.472376 3.294174 3.042523 3.507006 2.604363 3.777182 2.781377 3.450897 3.087038 4.699124 7473.862 -110.5515 -7475.753 4.221049 4.038022 3.645168 2.566858 7.636566 4.597644 -9.567897 7923.17 9.575043 3.898927 -16.81534
-0.5460411 0.09595855 -0.1244604 -1.71672 -2.158184 -1.425323 -1.318902 0.4591174 3.284937 2.705417 4.091049 3.897318 1.46114 1.417163 2.339962 1.979032 2.427905 3.330298 3.289991 2.88402 2.543155 3.356373 0.9376974 2.672772 3.341194 3.058243 7712.392 -61.8374 -7655.414 1.167601 5.095876 0.9214471 2.984068 8.28287 4.385892 95.61441 7375.399 4.929728 3.968563 -11.31897
0.07104617 0.02458446 0.1248822 -1.835218 -2.538472 -1.611415 -1.408092 0.01987279 4.408444 3.352404 3.944367 4.51082 4.324642 2.096235 1.357367 1.388029 4.548969 3.274181 3.422227 4.097993 2.712818 3.325363 2.59887 1.877273 3.095087 4.202311 7603.101 -144.7522 -7794.737 1.456996 4.599703 3.102644 4.396299 4.838767 5.692804 40.53403 11337.67 4.882092 2.986712 -23.819
-0.2032681 -0.2777462 0.2768668 -1.78488 -2.280313 -1.353723 -0.7762202 0.1684499 3.886874 3.597798 3.849564 2.601498 1.423541 2.532803 1.796408 2.825969 1.093011 4.280797 4.119861 3.35192 2.911912 3.012685 1.94963 3.261919 3.246168 4.604164 7315.447 -22.73372 -7717.43 3.157876 1.614352 3.273061 0.4007961 0.627938 -0.6535724 45.52442 11827.61 6.345741 5.866098 -13.60445
-0.4205972 -0.2326022 -0.3870737 -1.948928 -2.48482 -2.057328 -2.058557 -0.01122591 3.859032 2.597133 4.840534 4.785382 2.066647 2.296886 4.011706 2.827028 5.31195 5.106834 3.340754 2.920383 4.124545 3.51584 2.091048 2.110368 3.310378 3.848153 6859.931 2.047401 -7232.247 1.845294 3.694231 2.625213 1.184632 3.228253 0.4176872 10.08272 11305.49 6.177716 8.109833 2.298167
-0.7781857 -0.7498943 -0.5275265 -2.674513 -2.565806 -2.310271 -2.167503 0.1316119 4.426672 2.569723 4.184128 4.553307 0.5537995 0.775542 3.519881 1.646834 3.17059 1.794222 3.565946 5.009408 2.848773 3.437566 2.526454 3.746286 3.698381 4.653716 7010.583 -64.06479 -7032.457 3.276839 0.7168712 4.681802 2.397232 6.083136 8.43759 18.85797 7041.588 9.310711 7.437757 0.6684445
-0.6542802 -0.6779202 -0.8090508 -2.065209 -2.361745 -2.181515 -1.86703 0.9295328 3.99065 3.133644 4.253192 4.263726 3.266971 0.6592918 0.8690627 3.078417 1.537529 0.9598817 3.700659 4.185127 3.645716 3.724917 1.355577 2.160292 3.482608 4.328359 7165.333 -123.3091 -7072.317 2.269493 2.805297 4.148379 3.509072 7.531962 4.037501 68.73281 5609.432 7.100593 5.263579 -5.243341
-0.8796571 -0.2312037 -0.7070449 -2.49854 -2.903347 -1.995556 -2.142295 0.09275943 4.415908 2.695597 4.264043 4.999005 2.342426 1.623714 3.715641 3.95711 2.96143 4.753056 3.731722 3.099866 3.723744 4.083373 2.49635 4.064022 3.967245 6.51923 7582.213 0.07139166 -7286.728 5.610744 3.357152 4.234932 5.100856 12.84421 8.513707 -14.61014 4923.763 3.060869 5.957239 -5.89558
-0.411883 -0.662293 -0.526726 -1.941724 -2.8551 -1.719205 -1.690791 0.1456967 3.640426 2.784418 4.445484 3.843018 2.617491 0.873275 1.510177 1.73159 0.5979165 4.179568 3.567064 3.475211 2.901354 2.866651 1.741656 3.78678 3.225867 3.635148 7280.332 -15.69224 -7257.711 2.134931 2.27117 3.537445 1.722465 -1.876139 -4.842421 1.916432 7000.095 2.44809 4.039083 5.992013
0.219245 -0.2842731 -0.003002577 -2.131909 -2.873556 -1.787858 -1.306026 0.3044356 3.296345 2.322501 3.35436 4.215438 1.759824 1.221403 0.4605468 2.224515 2.003986 1.569673 2.740935 1.61982 2.514879 2.285334 1.330286 2.160701 2.3657 4.128234 6997.974 -125.8672 -6891.697 1.378228 3.649013 0.4872192 2.017429 1.407306 -1.942477 116.3196 5738.687 16.29521 6.315421 -3.254443
-0.9276047 -0.3283357 -0.05710776 -1.350286 -2.307661 -1.767191 -1.631452 0.5747626 3.923754 2.26784 3.773531 4.208043 3.290302 2.539704 1.437771 2.685737 2.121195 -0.07271096 3.190309 2.160986 3.336996 2.846745 1.861255 3.322393 3.541951 3.425203 7113.647 26.70088 -7029.336 1.753965 -0.1860019 1.909133 2.72737 -1.347046 -1.081528 69.32149 5788.066 -1.390402 3.285739 -22.24234
