factor(Management_Group)201701_HI_ME01 factor(Management_Group)201701_MI_MD01 factor(Management_Group)201701_MI_ME01 factor(Management_Group)201801_FEH_HGD1 factor(Management_Group)201801_FEH_HGD2 factor(Management_Group)201801_FES_MD01 factor(Management_Group)201801_FES_ME01 factor(Management_Group)201802_FEH_HGD1 factor(Management_Group)201802_FEH_HGD2 factor(Management_Group)201802_FES_MD01 factor(Management_Group)201802_FES_ME01 factor(Management_Group)201901_FEH_HGD1 factor(Management_Group)201901_FEH_HGD2 factor(Management_Group)201902_FEH_HGD1 factor(Management_Group)201902_FEH_HGD2 heterosis perANS perHHS perARS perSHS perDSS perBMS perBRS perBNS perSGS perBVS perCHS perCAS perGVS perLMS perMAS perSAS perSMS perTAS perBVSo perCHSo perLMSo perHH perAN perSM perCH perM2 perM3 perRS perBV perBR perXB perRO
-0.3939761 -0.05346022 -0.1361668 0.3093603 1.909218 -0.4554857 -0.5443143 -1.240144 -1.508366 -0.1106215 -0.6363882 -2.576075 -3.392131 -1.045008 -0.8731255 0.3077521 -6.192789 -7.690512 -6.530276 -6.496081 -7.326442 -7.014942 -7.833683 -6.932024 -8.038687 -6.919267 -6.726269 -8.212506 -7.191749 -7.645858 -7.732697 -7.158919 -7.139429 -8.350058 -7452.226 -16.74997 7912.12 -7.628701 -7.878529 -6.843512 -8.478432 -10.16679 -8.130497 -10.84974 -12553.63 -12.42851 -7.454247 -17.2891
0.4259062 0.08546897 -0.02249344 0.4942994 2.151709 -0.8104415 -0.8703727 -1.168366 -0.8539052 -0.2317623 -0.1488714 -2.482334 -2.916057 -0.04797613 -0.3521586 0.7517222 -6.738518 -8.680537 -7.01295 -7.638689 -8.393593 -8.180917 -9.120494 -7.742834 -8.968245 -7.796878 -7.190865 -9.207309 -7.416861 -8.288702 -7.929921 -8.338332 -8.158022 -8.255242 -7544.908 -97.58573 7507.894 -8.882652 -8.152811 -6.520968 -10.53371 -8.035669 -9.186291 0.3138428 -6175.085 -5.94696 -6.749159 -22.45078
-0.3964905 -0.2404457 -0.2704271 1.179428 2.81249 -0.7366013 -1.173346 -0.9025952 -1.003197 -0.1234808 -0.3438161 -1.778391 -2.737384 -0.7448987 -0.1615843 0.7057948 -6.537142 -8.258634 -7.177095 -7.516722 -8.489547 -7.55528 -9.436353 -7.585786 -9.008322 -6.792126 -7.193989 -8.96425 -8.330413 -8.540907 -7.768634 -7.433313 -7.858911 -9.3724 -7853.946 -51.42586 7566.117 -9.628102 -7.321948 -6.764815 -8.861582 -5.676408 -7.156403 4.772579 -4083.99 -8.575897 -8.077244 -25.43066
-0.01908413 0.1568158 0.2221733 0.8904007 2.281196 0.26404 0.08487311 -0.96357 -1.750918 0.8945722 0.3350952 -2.175242 -2.550108 -0.777944 -0.4784802 0.2574736 -6.91543 -8.227865 -6.991203 -7.30965 -7.920137 -8.041478 -9.280587 -7.788316 -10.59445 -6.212949 -7.12407 -9.943893 -8.008023 -8.32614 -7.562036 -7.363627 -8.204735 -7.846643 -7629.389 -13.36623 7432.828 -8.823091 -8.397341 -6.753056 -9.806952 -11.60606 -7.587518 6.572936 -4703.101 -13.56511 -6.931961 -9.161732
-0.1727706 0.1045908 0.3529588 0.9604228 1.963651 -0.3447174 -0.07710842 -1.448427 -1.357854 0.5818703 0.2702909 -2.265063 -2.581733 -0.7736938 -0.417192 0.7106245 -6.785549 -8.560591 -7.322764 -7.531748 -7.242759 -8.446407 -9.478464 -7.474247 -9.10001 -7.689656 -7.582723 -10.60409 -7.436455 -8.315546 -8.507194 -7.496552 -7.78407 -9.23591 -7330.747 -34.78211 7308.067 -8.336963 -7.439556 -7.076087 -9.144517 -9.050109 -7.364939 2.42902 -6099.755 -14.93947 -8.284199 -40.25485
0.2172991 0.09765986 -0.230445 -0.04935942 1.759971 -0.4975181 -0.689397 -1.571948 -1.963229 0.1701431 -0.07678205 -2.839446 -3.576729 -0.89922 -1.009851 0.6978362 -6.568181 -7.80133 -6.792192 -6.722636 -7.336726 -7.689199 -7.372611 -7.317745 -8.757916 -8.357188 -6.503015 -7.446492 -6.5695 -8.233909 -6.889766 -8.00791 -7.177921 -8.489981 -7008.602 21.2966 6960.813 -7.961674 -8.63369 -6.60541 -9.682403 -5.749769 -10.37422 1.01113 -6298.761 -8.980577 -5.20443 -18.53857
-0.4882162 -0.2151106 -0.3548013 0.1321807 1.285847 -0.2661768 -0.5424955 -1.43574 -0.9983385 -0.2478522 -0.354302 -2.819426 -3.804513 -1.763804 -1.319501 0.667275 -6.152749 -7.586546 -6.494808 -6.849862 -6.715718 -7.710026 -8.486998 -7.439357 -8.18486 -7.883914 -6.169843 -9.137332 -6.804842 -7.835155 -6.954901 -6.246166 -6.948179 -7.983039 -7147.921 -36.7849 7095.837 -7.626466 -7.218227 -6.915664 -7.974114 -5.743469 -11.17848 -11.65408 -5571.554 -12.68337 -7.793367 -1.822459
-0.3216906 -0.09142676 -0.07450314 -0.07961005 1.507349 -0.2964681 -0.505432 -1.87042 -1.598329 -0.1282951 -0.4106393 -2.868805 -3.293261 -1.133221 -0.9403177 0.4768104 -6.055523 -7.525735 -5.789174 -5.838966 -6.080679 -6.375625 -7.321495 -6.534684 -7.578507 -6.0457 -5.947408 -7.498386 -5.911107 -7.007996 -7.424434 -5.622609 -6.676686 -6.687511 -7132.341 -41.90219 7130.445 -7.356876 -6.550235 -5.63592 -8.103298 -10.9434 -6.701765 -2.433222 -6138.285 -13.12123 -5.216857 -20.42556
0.09357738 0.04671103 -0.06507591 0.4291471 1.616297 -0.5193239 -0.6343316 -1.636948 -1.882731 0.2854144 -0.2241726 -2.662323 -3.284947 -1.080275 -1.028325 0.5937966 -5.724315 -7.136982 -5.276192 -5.709716 -5.802546 -6.605493 -7.578571 -6.156645 -7.842956 -4.607582 -5.506996 -6.938011 -6.240801 -6.80729 -6.743748 -6.177767 -6.416927 -7.878838 -6902.998 -23.60064 6821.243 -7.506392 -6.604143 -6.887037 -9.100994 -7.973937 -10.57271 12.44757 -4726.378 -9.012014 -6.746788 -0.5598528
-0.3341696 -0.3340935 -0.2328797 0.7074635 1.916797 -0.3450157 -0.4189891 -1.024626 -1.079968 -0.08887729 -0.4627942 -2.139708 -2.578806 -1.091123 -0.7592816 0.3502368 -5.722622 -7.016182 -5.79399 -6.129289 -7.01315 -6.814431 -8.05268 -6.408904 -7.474505 -5.811949 -5.486267 -6.796047 -5.964866 -6.770377 -7.034211 -6.397633 -6.327883 -7.403834 -6875.952 -59.54058 7022.79 -6.405355 -5.44293 -5.480625 -7.70855 -3.470938 -5.889332 9.224673 -7618.748 -3.616325 -6.266753 -28.39972
-0.2121031 0.1856485 -0.150839 0.6871538 2.369317 -0.2571384 -0.5494716 -1.088857 -1.048442 0.4743683 -0.2355266 -2.397289 -2.748942 -0.7855529 -0.2584681 0.3190282 -5.244072 -6.748156 -5.860055 -6.048158 -7.324313 -5.902138 -7.876906 -6.370138 -7.30387 -5.905144 -5.451131 -5.8103 -5.66389 -6.79929 -6.107888 -6.817373 -5.746045 -7.223736 -6794.275 -20.52119 6898.936 -6.911283 -6.50248 -6.067087 -7.400134 -7.579525 -5.835612 8.660443 -7879.974 -11.66806 -6.006326 -18.28105
-0.01990408 0.0914623 0.1461625 0.651026 1.81197 -0.03610432 -0.5386273 -1.179514 -1.386128 0.377712 -0.1192069 -2.502698 -2.810119 -1.174859 -0.4064089 0.487019 -5.107242 -7.024855 -6.238027 -5.660057 -7.396602 -6.63651 -8.957585 -6.472058 -6.897824 -4.766233 -5.209441 -7.170635 -6.103247 -6.914792 -6.209527 -5.635234 -6.338725 -7.913372 -6736.626 -12.71934 6881.433 -7.078857 -6.508866 -6.064203 -8.121546 -4.148822 -9.086835 6.9463 -8314.333 -2.435894 -5.310321 -15.79577
-0.1370799 -0.251929 -0.287874 0.3028715 1.244343 0.2407097 -0.1867091 -1.704007 -1.931459 0.03476719 -0.3677706 -2.295845 -3.205204 -1.300415 -0.6462819 0.8152725 -5.191775 -6.818063 -5.405265 -5.529557 -6.238242 -7.115119 -7.087731 -6.757447 -7.393818 -4.418648 -5.463095 -7.060333 -6.100525 -6.397352 -6.379232 -6.269524 -6.324609 -8.008893 -6779.877 -60.94221 7065.036 -7.576692 -5.917435 -5.270736 -8.512799 -10.87276 -9.823467 7.034369 -9835.55 -0.8986628 -6.871561 -12.9321
-0.3631863 -0.08357881 -0.2790861 -0.2109775 0.6031664 -0.8383546 -0.738569 -2.556667 -2.769536 -0.02126918 -0.2896108 -3.4159 -4.087112 -2.244798 -1.417119 0.7699634 -5.251984 -6.511525 -5.588795 -5.087584 -6.068156 -5.987167 -7.70443 -5.988612 -7.363628 -5.635957 -5.074281 -6.495603 -5.942258 -6.845329 -6.22601 -5.345446 -5.407373 -6.235789 -6379.188 -63.71366 6947.914 -6.491884 -4.985804 -5.95493 -7.66636 -5.261347 -8.575109 0.5165743 -12771.86 -15.84714 -6.743498 -12.83391
-0.1534647 0.1711341 0.2635428 0.2263432 1.841059 0.4430167 -0.02348145 -1.254725 -1.065712 0.1767539 -0.3061836 -2.556877 -3.197009 -0.800198 -0.6955492 0.3414154 -5.519534 -6.586059 -5.144345 -5.831697 -5.975279 -6.23837 -7.663689 -6.252037 -7.868936 -5.803872 -5.676009 -7.651337 -5.629691 -6.671046 -7.147531 -5.823282 -6.047254 -7.419838 -6631.504 -39.45175 7381.074 -7.07476 -5.756328 -4.517262 -6.171664 -6.75886 -8.161175 9.468264 -15949.89 -18.97898 -6.324 -11.36156
-0.07196862 0.09978912 -0.1893964 0.8939022 2.128307 -0.3495919 -0.502325 -1.527908 -1.383286 0.1558209 0.2686624 -2.016988 -2.895946 -0.6417028 -0.2518511 0.4051034 -6.002499 -7.34103 -5.596361 -6.644263 -6.789738 -7.126856 -8.594429 -6.668872 -8.006468 -6.054891 -6.079129 -8.081198 -6.303326 -7.494549 -6.396743 -6.552329 -6.561496 -8.686876 -6920.329 3.670358 7303.639 -7.788576 -5.903319 -5.198855 -8.478428 -9.494636 -8.178343 26.25364 -11061.29 -7.617595 -5.741164 -4.864624
-0.3207081 -0.2184443 -0.3373371 1.200866 2.615755 -0.5137644 -0.6622552 -0.3207681 -0.9348558 0.1492238 -0.02780374 -1.539083 -1.656396 -0.4678266 0.003703013 0.2487615 -6.267647 -7.759153 -6.533477 -6.75425 -7.576295 -7.365678 -8.635101 -7.874979 -7.371309 -5.991535 -6.533955 -9.105523 -7.550109 -7.928459 -6.627215 -8.391645 -7.358861 -7.345816 -6904.203 -78.11446 7150.844 -8.042229 -7.087968 -5.387264 -8.232309 -5.531706 -7.914535 7.140705 -8897.107 -20.12606 -8.356472 -17.51076
-0.0340681 0.3876946 -0.1995004 1.484919 2.802936 -0.2403001 -0.5746366 -0.3716238 -0.09900445 -0.09354276 -0.1140947 -1.358856 -2.137631 -0.3666606 0.007251246 0.2172429 -7.049094 -8.353288 -6.960764 -7.460431 -7.415162 -8.097692 -8.534532 -7.43467 -8.711308 -6.497121 -7.389001 -8.756888 -7.422147 -8.453423 -7.993729 -7.223974 -7.986038 -9.17826 -6911.405 -41.3137 7166.963 -8.430156 -7.589693 -6.243023 -8.933262 -9.974952 -13.93657 27.14321 -9744.698 -10.69707 -7.243144 -9.056177
-0.08459509 -0.08309586 -0.1147342 1.68849 2.626691 -0.4581433 -0.1702406 -0.3945861 -0.2835509 0.2689432 0.04536095 -1.463877 -2.447554 0.3252503 0.4972502 0.3262514 -7.350769 -8.756765 -7.91704 -7.235963 -7.719217 -8.412383 -10.22135 -8.440954 -8.965734 -7.248652 -7.386562 -9.072186 -7.783204 -8.843273 -8.607566 -8.651594 -8.171131 -9.205722 -7204.367 -8.551678 7464.379 -8.63955 -7.753677 -7.297663 -9.256969 -11.23769 -10.16347 1.130315 -9922.657 -9.030206 -6.857063 -20.29558
0.163999 0.1028364 0.1833303 1.540636 3.188579 0.03691482 -0.5825807 -0.4177452 -0.05647997 0.08847576 -0.2284954 -1.088167 -1.941141 0.1492846 0.6129433 0.3521749 -7.538493 -8.887602 -7.82451 -7.854786 -9.168453 -8.525396 -9.92891 -8.166548 -9.591633 -7.598096 -7.545571 -9.673708 -8.159181 -8.929374 -8.295745 -7.806444 -8.222071 -9.29891 -7710.357 17.27174 7531.997 -9.776455 -6.457369 -7.377643 -10.01262 -6.107166 -11.56307 -4.603033 -6087.114 -2.601309 -8.164877 -3.842046
-0.2896953 0.004453563 -0.2532642 1.598563 2.737258 0.3951731 -0.6409093 -0.6253123 -0.724675 0.1454363 -0.3519511 -1.474579 -2.309917 0.002428147 0.2066869 0.8122454 -7.148703 -8.900374 -7.651829 -8.400945 -8.683183 -9.159428 -8.830703 -8.093166 -9.611499 -8.191124 -7.429941 -8.213468 -8.252122 -8.691263 -7.859717 -8.868295 -7.541616 -8.945486 -7310.068 35.41274 7419.247 -9.421526 -9.665245 -7.896567 -10.81284 -11.85563 -14.20497 -3.992766 -8015.819 -12.76021 -9.557597 -14.88752
-0.07346807 0.09345803 -0.1112678 1.281544 2.423406 0.2560146 0.3025507 -0.6073593 -0.9560311 0.4692859 0.1162619 -1.801386 -2.369525 -0.6282088 -0.09589913 0.3538316 -7.366412 -8.4238 -7.44306 -7.784551 -7.256419 -8.146472 -10.19353 -8.137304 -9.003104 -8.217362 -7.887543 -9.576836 -8.128821 -8.563768 -8.636764 -7.673061 -8.099137 -9.949631 -7182.991 10.00055 7242.584 -8.266001 -8.436447 -7.544506 -8.925093 -6.86269 -9.911736 7.601719 -7454.237 -6.485799 -9.918469 -10.32811
0.3284413 0.5219459 -0.02675912 0.2977857 2.196549 -0.1692498 0.01970943 -1.331067 -1.511083 0.5923613 -0.4951022 -2.674164 -2.937249 -1.167957 -0.1919931 0.1937919 -7.542334 -8.908638 -7.37147 -8.031212 -9.170225 -8.52459 -9.909132 -8.311888 -9.49093 -9.115955 -7.494438 -9.264111 -7.927249 -8.795509 -8.494863 -7.867976 -8.149148 -10.46621 -6865.29 -36.36733 6881.525 -9.731509 -9.391082 -7.297535 -9.736348 -4.771885 -6.43648 -10.44923 -7120.367 -5.044019 -9.095323 -28.56968
-0.009777825 0.05129341 -0.007080815 0.6337406 1.892277 0.3378151 -0.5356482 -0.7089482 -0.8852463 0.7265517 0.01383711 -2.258146 -2.872913 -0.8607892 -0.808586 0.3463263 -7.444791 -8.905306 -7.933332 -7.75857 -7.573935 -8.115701 -9.507451 -8.268033 -10.14206 -7.752977 -7.510387 -9.953079 -8.021438 -8.747626 -8.597646 -6.910289 -8.161028 -10.00804 -6942.306 -27.78922 6606.829 -8.907795 -7.160521 -5.776221 -9.234289 -8.641667 -14.32701 6.934787 -2648.191 -8.300664 -7.83912 -10.8547
0.25786 0.404254 0.6242577 1.109023 1.976143 0.3402279 0.2396491 -0.5439629 -0.8308724 0.7370516 0.05095468 -1.954118 -2.911322 -0.2011091 0.199892 0.5233955 -8.223509 -9.397017 -8.07342 -9.172108 -8.406574 -9.124064 -10.31907 -8.740806 -11.12231 -9.794295 -8.434386 -10.6168 -8.854615 -9.856094 -10.00781 -9.512082 -8.376204 -10.83997 -7269.868 22.54719 7055.735 -10.73842 -10.29783 -7.46742 -10.48328 -7.082687 -9.90738 8.933089 -4318.678 -22.02559 -8.67723 -23.98866
0.2160919 0.05780171 0.0694709 1.299746 2.561517 -0.01778489 0.1646277 -0.7608181 -0.3664168 0.3909038 -0.04897257 -1.524083 -2.103828 0.01751229 -0.1310216 0.5263949 -8.027494 -9.629571 -8.298098 -8.757206 -9.30384 -9.096037 -9.875506 -9.392062 -9.330004 -9.05786 -8.237285 -11.21184 -8.739687 -9.422801 -9.249672 -9.026243 -8.919366 -10.38626 -6843.557 -88.96913 7150.978 -8.737329 -7.803 -7.897174 -10.45424 -11.48541 -7.415073 13.89137 -9963.13 -14.54972 -9.346172 -6.338257
0.0528 -0.3274636 0.09366226 0.746118 2.177462 -0.7788568 -0.842337 -0.8783506 -0.9130231 0.3003232 -0.4058517 -2.070923 -2.379359 -0.18633 -0.2685105 0.4660703 -8.406833 -9.760976 -8.452178 -8.323667 -8.687573 -9.783447 -9.74178 -8.845557 -9.467213 -8.22436 -8.941322 -10.28759 -8.704383 -9.48816 -9.457046 -8.99157 -9.216564 -11.06918 -6994.81 -34.07952 7236.524 -8.907526 -8.865583 -8.193164 -9.661741 -7.316361 -12.87438 8.400647 -9956.509 -17.04162 -10.23206 -5.058357
-0.6772724 -0.00167517 -0.5657545 0.9348149 2.199567 -0.500384 -0.2794373 -0.885527 -0.7286255 -0.2043973 -0.4366713 -1.809926 -2.133969 -0.4221147 -0.6914639 0.2618479 -7.84916 -9.59057 -8.270948 -8.882136 -8.414996 -9.267474 -9.645662 -9.499421 -10.85178 -7.355312 -8.297368 -10.21101 -9.255674 -9.254809 -9.414747 -9.310174 -9.127664 -10.33402 -7018.397 -38.07768 7582.675 -8.198732 -9.223877 -7.941734 -9.529169 -14.92722 -8.221122 7.937119 -13109.73 -15.07865 -9.768867 -25.50434
0.2359099 0.0800421 0.299324 0.9497317 2.164258 -0.3325728 -0.6519021 -0.7374874 -1.47736 0.08031934 -0.3331542 -1.843158 -2.255455 -0.4870591 -0.07758218 0.855554 -8.384479 -10.16821 -8.519724 -9.238281 -9.498887 -9.589821 -12.0179 -9.309737 -11.23976 -9.126074 -8.254182 -9.925922 -9.021902 -9.992437 -9.374537 -9.1916 -8.842909 -10.725 -7213.884 -45.1663 8148.526 -10.16806 -10.00403 -8.697634 -11.74851 -12.12813 -13.21004 12.44597 -18279.45 -11.87131 -10.41659 -5.295111
0.08188553 0.05606817 0.3797143 0.6896376 1.714442 -0.332853 -0.3352094 -1.070644 -0.7609535 0.6811902 0.2625953 -2.415654 -3.207465 -0.8167286 -0.2515251 0.3967536 -7.12584 -8.641227 -7.718139 -7.939021 -8.300058 -8.730505 -9.768485 -7.941556 -10.45165 -6.626572 -7.489424 -9.479185 -8.209227 -8.635242 -9.02004 -7.889863 -7.857003 -9.112541 -7471.022 -17.96962 8249.903 -8.547798 -9.32439 -8.222331 -10.12125 -12.51982 -11.45683 7.946936 -16688.97 -3.244814 -9.966014 -8.816616
-0.07161053 0.2522824 0.01432101 0.3342011 1.434976 -0.09710231 -0.5118166 -1.782577 -1.657367 0.2391847 0.01661438 -2.608452 -2.976182 -1.169758 -0.7062966 0.6483765 -7.139965 -8.184558 -6.803245 -6.961811 -7.458764 -7.972595 -9.222037 -7.874103 -9.050308 -6.856357 -6.828624 -9.060784 -6.871404 -8.088339 -7.811382 -7.339909 -7.039348 -9.05749 -7621.231 -1.822517 8394.694 -7.99514 -6.871523 -8.25315 -9.767015 -7.350135 -14.20873 -15.3456 -17216.28 -9.061361 -7.692902 -16.4348
0.1392235 -0.02068221 -0.02725135 0.35771 1.202591 0.04497107 -0.3350736 -1.113632 -1.111337 0.5134936 0.08025601 -2.620534 -3.306329 -1.39971 -0.7397257 0.4071217 -6.638075 -7.874861 -7.123254 -7.279643 -8.693616 -7.734533 -9.221847 -7.265963 -8.003094 -7.471306 -6.733409 -9.028988 -7.173553 -7.550067 -8.031106 -7.728031 -7.008366 -7.485245 -7941.134 -37.64208 8451.159 -8.529566 -6.008745 -6.903577 -8.564462 -2.605913 -8.884676 20.98522 -12280.23 -6.547202 -8.948533 -10.39226
0.0786392 -0.007323949 0.2487687 0.8471401 2.183216 -0.2035122 -0.7927023 -1.17139 -1.278119 0.2252496 0.008951714 -3.050404 -2.661008 -0.8645467 -0.2861339 0.6246757 -6.239162 -8.153673 -6.66536 -6.536767 -7.74651 -7.820541 -9.260131 -6.927403 -8.45869 -7.491901 -6.503372 -9.039201 -7.168105 -8.07405 -7.518147 -6.506078 -6.969992 -8.946924 -8343.63 -44.98308 8761.993 -9.822305 -10.44029 -7.395338 -10.02335 -8.73321 -10.08311 -8.05421 -13410.64 -6.76049 -9.216214 -0.1266845
0.222908 0.1918494 0.6057283 0.9966484 2.59832 0.118751 -0.05613883 -0.6519511 -0.8839244 0.3514636 0.1665291 -1.655199 -2.558547 -0.7377239 0.1333845 0.6922153 -6.813665 -8.201241 -7.31145 -6.955023 -8.270968 -8.512111 -8.617808 -7.520829 -8.886685 -8.404306 -6.548152 -9.143088 -7.395006 -7.847039 -7.47386 -6.412979 -7.018761 -7.988359 -8122.798 31.83208 8608.084 -8.601805 -6.152461 -6.935313 -8.765419 -7.81538 -6.749031 0.799544 -13684.06 -11.30406 -7.218704 1.051585
-0.1755333 0.09515161 -0.1427708 0.3198643 1.655638 0.1953367 0.2468146 -1.521644 -1.424924 0.3560448 -0.2610962 -2.634496 -3.40543 -1.062597 -0.8122535 0.6433961 -6.129521 -7.95626 -6.977125 -6.901419 -6.564371 -7.794825 -9.441017 -7.378668 -9.094699 -7.276134 -6.113112 -8.295474 -7.470143 -7.864771 -7.030009 -7.228471 -6.981253 -8.322087 -8497.451 -11.29726 8671.27 -8.563962 -8.284059 -6.568726 -9.619691 -6.883481 -10.44216 13.46014 -9276.175 -7.7603 -7.12151 -16.80487
-0.03208569 -0.02276114 -0.01743498 0.8441019 2.117627 -0.361317 0.06131385 -1.090084 -1.027546 0.0903321 -0.1214008 -2.355283 -2.715424 -0.6661455 0.1512821 0.6687124 -6.248811 -7.65443 -6.56721 -6.773443 -7.686105 -7.787822 -8.397401 -7.577213 -8.83327 -7.020783 -6.460432 -7.407516 -7.245848 -7.839376 -7.642231 -7.695187 -7.053987 -8.093203 -8508.964 -72.56696 8673.969 -7.452748 -7.864858 -6.780408 -9.762843 -7.342851 -9.602565 -17.66784 -9336.269 -4.84443 -8.933176 -20.24826
-0.3482725 -0.3175945 -0.2065282 0.5635002 1.846627 -1.387527 -0.4902512 -2.065572 -1.759021 0.2727453 -0.3364867 -2.157801 -3.114475 -0.9899136 -0.3406541 0.4842063 -5.85355 -7.229974 -6.056898 -6.405753 -6.295869 -7.030232 -8.465216 -7.127622 -8.224958 -7.358938 -6.288567 -8.304067 -6.55825 -7.43604 -6.903385 -7.636179 -7.571777 -6.818329 -8609.192 -24.45378 8511.08 -8.286557 -9.695235 -5.384667 -10.00435 -2.058988 -10.15017 10.45576 -6797.38 -3.429283 -8.208474 -1.742704
-0.1768214 -0.01656948 -0.1033451 0.7292342 2.240664 -0.2385969 -0.6391702 -1.364401 -1.378253 -0.1976492 -0.5597918 -2.958059 -3.176367 -0.9224244 -0.6053264 0.5844314 -6.070285 -7.369732 -6.242362 -6.623313 -7.415403 -7.236965 -6.895312 -7.105305 -8.816151 -6.513259 -6.12665 -8.162387 -6.858417 -7.688317 -7.800399 -7.031839 -6.708809 -7.804863 -8632.139 -2.154511 8426.447 -7.773049 -6.811712 -7.210703 -7.702627 -10.96823 -10.17521 -21.55901 -5853.409 -2.647254 -8.146069 -6.125492
-0.1431766 0.1006221 -0.1753655 0.1449776 1.247063 -0.186002 -0.4796885 -2.145352 -1.958445 -0.5872915 -0.5909163 -3.118391 -3.702941 -1.620611 -1.177473 0.6603074 -6.122543 -7.746614 -6.743113 -6.51005 -6.427184 -6.968238 -8.403588 -6.86118 -8.404323 -6.9234 -6.472549 -8.318469 -6.652132 -7.141946 -6.612657 -8.542331 -7.116402 -9.051773 -8782.545 -56.54859 8457.955 -8.337 -7.808097 -5.140823 -8.474337 -8.02912 -9.672733 -6.032005 -3796.822 -6.098836 -8.613332 -12.58802
-0.2152696 -0.5154185 -0.1574988 0.3897268 1.730928 -0.6759265 -0.5151702 -1.519517 -2.042027 0.04592591 -0.1950672 -2.547305 -3.290442 -1.311519 -0.6960591 0.4650223 -6.236595 -7.708259 -6.344004 -6.997764 -8.055576 -7.150013 -9.008913 -7.655348 -7.640228 -5.202998 -6.23794 -8.628673 -6.918502 -7.717821 -7.160543 -7.212568 -6.77508 -8.711117 -8496.249 -64.06622 8212.803 -8.346016 -6.979372 -5.699962 -9.639247 -8.248091 -8.981144 0.237932 -4470.331 -4.118413 -7.395194 -1.727439
-0.3047141 -0.1867585 -0.3254682 0.7735441 1.792844 0.04269767 -0.245499 -1.207148 -1.533708 -0.1270664 -0.5715044 -2.553939 -3.22325 -0.9501381 -0.5845079 0.3433769 -6.310051 -7.87038 -6.569159 -6.443127 -7.564893 -7.310873 -10.20836 -7.479148 -7.416084 -7.616929 -6.65839 -8.404963 -6.905345 -7.555316 -8.448556 -7.644778 -7.609789 -8.853569 -8596.313 0.1753554 8371.836 -8.828743 -10.11248 -7.355083 -9.613283 -8.21074 -12.65484 3.789885 -5582.683 -8.324864 -9.168239 -5.248343
0.2880459 0.4162229 0.3288325 -0.0189442 1.456492 -0.0842172 -0.919883 -1.257618 -1.552143 0.2328242 -0.06989874 -2.6419 -3.302604 -1.380435 -0.924747 0.5488684 -6.441236 -7.791522 -6.436777 -7.100265 -6.991607 -7.237047 -7.7975 -7.372547 -8.638838 -7.99793 -6.573864 -8.843611 -7.337703 -8.124748 -7.850894 -7.055544 -7.309466 -8.481981 -8633.857 -51.70064 8723.137 -9.021559 -8.123461 -6.716021 -9.389852 -9.989786 -8.712221 -14.60874 -9806.793 4.194875 -6.536799 -17.14124
-0.3144786 0.1535706 -0.1433911 0.5384139 1.878801 -0.8544091 -0.5855439 -1.036069 -1.052078 0.4189434 -0.2053794 -1.849788 -2.311637 -0.3292211 -0.3977088 0.5017095 -6.984879 -8.585018 -6.992447 -7.232674 -8.136991 -7.650932 -7.871653 -7.876581 -9.06144 -8.864989 -7.207481 -8.903178 -7.711201 -7.991995 -8.392119 -7.819773 -7.458703 -8.978115 -8921.966 -25.39584 9290.225 -9.198471 -10.12823 -8.323523 -9.196538 -6.515251 -7.776814 -22.57805 -12032.65 -8.015994 -9.368667 -8.897119
0.2363512 0.1489565 0.2898881 0.6652627 1.605846 -0.2185917 -0.2789885 -1.30623 -1.477386 -0.08377928 -0.3879179 -2.370327 -3.098551 -1.166088 -0.4985049 0.4559831 -6.904737 -8.424891 -7.096906 -7.247812 -7.563916 -8.014936 -9.297972 -8.456186 -9.010714 -7.890506 -7.104018 -9.359944 -7.883804 -8.459994 -8.285719 -7.835138 -7.978366 -8.525611 -9013.343 -61.70155 9044.829 -9.050766 -7.391427 -7.084442 -9.371282 -3.982352 -9.28175 0.4051207 -9135.142 -6.465971 -7.874451 -18.59419
0.09352372 -0.1220908 -0.1282206 1.001737 2.687935 -0.235202 -0.3319075 -0.4939904 -1.02833 0.1622263 -0.4611338 -1.993901 -2.118451 -0.4578321 -0.3182217 0.2411135 -7.012886 -8.405698 -7.229027 -7.559506 -8.350145 -8.091185 -9.016348 -8.200209 -8.969175 -7.490894 -7.202855 -8.44247 -7.900381 -8.313338 -7.973676 -7.062766 -7.661809 -8.580458 -8822.747 49.12683 9080.987 -7.427359 -7.311591 -6.613965 -9.435454 -5.556587 -9.340323 -1.207589 -11899.46 -12.66805 -8.858668 -17.44735
-0.01346639 0.1928168 0.1121388 0.9354891 2.571384 -0.03011581 -0.5935388 -1.146878 -0.7011152 0.4657951 -0.5864701 -2.36404 -3.104019 -0.4646223 0.3125327 0.5003998 -6.802762 -8.392248 -6.819047 -6.887559 -7.434286 -8.070887 -8.34995 -7.804064 -8.384626 -6.734923 -7.237653 -9.565519 -7.545601 -7.923464 -7.984563 -8.092702 -7.479985 -8.307875 -8995.021 -24.23735 9308.622 -8.600461 -7.300821 -7.775686 -9.218302 -8.976556 -11.54819 -11.59695 -12836.01 -23.36865 -7.567703 -10.895
