factor(Management_Group)201801_FEH_HGD2 factor(Management_Group)201802_FEH_HGD1 factor(Management_Group)201802_FEH_HGD2 factor(Management_Group)201901_FEH_HGD1 factor(Management_Group)201901_FEH_HGD2 factor(Management_Group)201902_FEH_HGD1 factor(Management_Group)201902_FEH_HGD2 heterosis perANS perHHS perARS perSHS perDSS perBMS perBRS perBNS perSGS perBVS perCHS perCAS perGVS perLMS perMAS perSAS perSMS perTAS perBVSo perCHSo perLMSo perHH perAN perSM perCH perM2 perM3 perRS perBV perBR perXB perRO
0.8770793 2.434946 4.281712 -1.114473 -2.08803 -3.594808 -1.365568 -0.39279 18.01695 16.53188 18.98801 16.63694 17.75204 18.80903 14.93322 18.49194 16.36618 14.28062 17.00502 18.99947 17.44707 16.19698 17.31069 18.04374 16.97934 17.04747 163102.9 24.71481 -82946.55 17.84424 17.38633 19.24338 16.08014 8.516756 2.815151 64.5626 146555.4 82594.17 19.52804 -21.98915
1.625861 2.888442 4.525877 -1.253667 -1.70856 -2.104201 -0.9158469 -0.03520924 17.06521 16.37779 18.52758 19.19142 15.04692 16.5306 14.82772 17.00852 16.28683 16.0751 18.10705 13.30586 17.02878 15.99016 17.59469 17.27979 19.08376 20.01829 28283.38 -62.24984 29878.23 16.86431 20.1448 20.30359 14.19591 18.01753 -2.073657 77.53125 50093.73 6835.96 28.5182 18.22215
0.5966487 2.154484 4.879538 -1.127218 -0.9283094 -2.724819 -2.132295 0.6647746 18.1764 18.91344 19.18712 17.04038 14.87621 18.88917 21.67266 20.86146 18.12156 16.77944 19.02978 15.47073 18.2581 17.06402 17.48766 17.49114 18.67648 19.51796 99579.4 16.98587 75376.82 17.1073 18.29419 18.66279 16.10447 24.12013 7.808877 47.15091 5584.605 29677.16 16.40148 -24.8116
1.500502 2.916319 4.446689 -1.40696 -1.7426 -2.714984 -1.825571 -0.3058987 18.39826 17.68807 21.17817 17.62561 15.14305 18.9138 19.59806 19.84739 19.61727 20.65255 19.74337 16.54295 19.21649 19.55853 18.58279 22.07372 18.39987 21.45039 -161300.4 -21.15023 -98832.8 23.73249 24.83014 22.47411 16.36983 21.65859 9.900141 41.40535 87505.79 17805.18 16.44554 0.002598153
0.8054972 2.460785 4.491977 -2.457722 -1.088218 -2.569502 -1.607657 -0.05049099 17.52326 17.76385 20.15888 20.21453 15.65327 17.27342 19.58372 18.76392 21.20933 18.00908 17.8979 19.36708 17.54127 16.66866 19.09183 16.07972 18.79135 20.04769 -153687.8 44.55647 -50318.08 18.13667 20.70239 17.90413 16.49904 13.19673 8.776357 21.55354 -40870.13 19562.26 20.23283 -76.62494
1.557813 2.357602 3.814328 -1.198004 -1.256634 -3.100029 -1.827035 0.4618129 16.32583 16.24766 19.0426 15.79335 15.02177 16.15865 16.98514 17.19146 17.84925 17.27572 18.09661 12.26297 16.69776 15.7867 15.97713 17.42311 16.44065 18.5133 -87183.68 15.37735 -15403.66 19.14738 20.18113 20.93231 14.90382 3.662108 2.542093 33.64905 124612.7 51372.52 15.83352 4.816066
1.380629 3.062711 4.401015 -2.308783 -1.618603 -2.584611 -1.629753 -0.193535 17.4567 16.86162 20.31834 17.52915 18.80926 17.79477 18.69297 19.04987 18.01911 16.85176 18.53694 17.35417 18.14595 17.62584 18.23009 16.90132 17.14369 21.31198 94427.75 96.89684 20161.96 17.78606 13.89294 18.09587 12.5744 14.55382 3.130222 43.52606 -102368.8 -191429.2 27.40843 -63.74197
1.12188 4.102374 4.235111 -1.574637 -1.365288 -3.218713 -1.725266 0.03120094 16.95948 16.1494 19.24646 17.30151 14.71217 17.89425 20.5143 19.33992 17.59689 16.82444 18.04491 16.07062 18.73025 16.49883 19.90599 17.9964 17.38323 17.36838 -29109.31 24.91282 85374.13 19.25874 18.1543 17.56034 17.67507 4.259166 -0.9015034 23.38776 -12251.25 44851.25 20.56641 60.12469
0.4917748 5.497034 7.333363 -1.169706 -1.038533 -2.149807 -2.149758 0.2166943 17.00772 17.36245 18.46668 16.66539 15.36743 16.81053 19.06638 18.58458 18.68683 13.9597 18.52393 14.55935 17.03774 15.58971 15.29071 17.20633 17.37058 17.93033 13078.8 64.65407 93442.23 16.5568 16.20353 13.80155 13.57234 8.772888 -3.590002 16.41879 -4635.25 22342.93 22.32082 118.4862
0.949765 2.385456 4.293532 -1.325119 -1.226109 -2.979285 -1.971384 0.8656934 17.64121 17.37102 18.99057 17.69459 18.0485 18.82615 19.58157 19.63409 16.27828 14.53102 18.75857 15.85849 17.66829 16.6594 19.12043 16.40244 17.54645 16.25307 24365.64 17.01731 -148075.7 17.21874 17.8811 16.5635 16.38216 20.86087 2.656919 21.1287 161834.3 -81597.77 22.75624 138.6524
1.359875 2.658198 4.095947 -1.664529 -1.980115 -2.726948 -1.981354 0.4735688 18.765 18.27581 21.67661 19.77736 17.98236 18.54761 17.68016 23.0859 18.49773 18.29104 19.81493 15.47436 18.39475 19.09601 19.06498 19.60167 17.42868 23.21134 -15735.28 -53.09613 204670.9 19.44057 19.78873 21.07141 21.71341 19.82863 -5.643112 77.80226 66642.94 -129452.4 28.31133 57.42826
1.720837 4.403702 6.078417 -1.163432 -1.895401 -2.054923 -1.219898 -0.3953121 18.37243 16.53645 20.36846 18.25048 15.83428 18.85635 16.62544 19.84993 17.70824 15.97055 18.33205 16.50363 17.55053 16.54606 18.33937 17.6413 18.57821 21.22988 63136.09 -37.73391 162090.8 21.4965 19.71469 20.8122 14.35384 13.10142 3.365936 46.07786 189694.3 104840 20.00991 -19.19643
0.4844607 2.677714 4.219165 -1.855048 -1.659624 -2.887938 -1.582914 -0.6785389 17.7495 17.00572 20.13048 18.17943 16.65273 18.02977 19.38095 18.43849 18.22962 13.25568 18.52957 18.8367 17.18619 15.96843 19.45792 17.98815 17.88109 18.49611 93176.37 -6.448307 -32459.42 22.45458 18.46659 15.34286 21.31688 24.33565 5.041233 35.42588 -22853.62 14261.56 21.07283 -167.7495
1.334252 2.874839 4.739646 -1.646281 -1.389927 -2.442683 -1.042081 0.4059569 16.7087 16.55648 19.33509 16.96596 15.12881 17.41544 12.94077 17.63174 15.95687 16.19157 17.57513 13.76287 17.1518 16.22705 16.78402 14.52507 16.21986 15.37283 184299.8 13.18143 89978.54 15.50055 18.11427 16.78768 14.80685 11.63851 19.27748 9.308355 -131781.3 46924.11 14.70812 82.09008
1.282778 3.550653 3.852545 -0.8130243 -2.226317 -2.652448 -2.02463 0.581522 17.08306 17.27842 19.34551 18.00349 14.42354 17.74656 16.10798 18.63722 17.31169 13.95082 18.61617 15.92088 17.61685 16.22236 15.64429 17.98856 17.29382 22.20208 157729 51.54168 13858.37 16.46951 16.43014 15.11043 12.78496 15.22285 12.83225 20.15961 72598.08 -95250.6 30.53703 23.13605
1.425015 2.567641 4.567424 -1.91445 -1.895744 -2.809737 -2.312055 -0.6171913 18.03803 17.22864 19.78034 19.19477 15.5349 18.64534 14.47099 19.77002 18.44693 17.41868 17.57835 19.41152 18.71269 16.56442 18.89104 18.74976 17.29672 17.69418 49165.25 -34.64426 -137847.7 17.5316 16.87655 17.8113 20.97734 29.69212 10.12516 66.50662 69841.99 -64858.77 23.84614 -71.995
0.8609428 3.113407 4.946102 -1.818683 -1.624703 -2.727244 -1.566515 -0.08601256 16.62236 15.95457 19.12454 16.92556 11.46335 17.91878 20.49797 18.54601 17.86913 14.09518 18.16488 16.65165 18.04402 16.53742 17.67362 15.25363 16.61909 19.54295 -135223.1 -68.01755 148672.3 19.40365 9.720443 22.32022 14.86635 27.86332 -5.309407 -15.12211 38958.98 148638.6 31.46612 -77.85829
1.417226 2.809958 4.515393 -1.447644 -1.105664 -2.200835 -1.404661 -0.7010537 16.36768 17.53314 20.06462 16.89426 16.24141 17.78283 19.03052 19.36996 18.41942 19.48449 18.8177 15.46527 17.86933 16.64055 17.61245 15.2783 17.57457 21.98289 121441 -63.37961 41645.34 19.15035 17.16065 19.56444 14.99926 20.08353 -0.5051838 20.39817 -142619.5 34510.96 25.26977 7.57223
1.092861 2.666845 4.838475 -0.8336632 -0.9314426 -2.420854 -1.55462 -0.2252592 15.14277 15.34761 17.53006 14.58399 14.20519 15.67589 13.96397 16.61551 14.24854 13.73651 16.15937 11.32157 15.59708 14.25554 17.3779 17.10268 15.36522 17.1808 883.6654 24.51641 102605.2 17.12877 25.3279 20.66588 13.26019 17.86795 9.389237 51.05551 -15675.29 -26796.27 18.36811 -139.4402
0.6676831 2.89734 5.117071 -1.939282 -2.411722 -2.901337 -2.799685 0.1089342 15.05358 15.17165 17.01745 14.30728 14.9549 15.7031 15.64812 16.70242 15.92707 12.4412 16.67007 15.11052 16.68228 15.0949 16.97764 14.36897 14.83514 14.25699 52521.65 11.92898 -92823.71 17.99959 16.9671 20.85984 15.91498 21.49763 -9.365858 58.58375 85369.99 53506.61 24.99109 55.31049
0.8160943 1.605943 3.746836 -2.369841 -1.399738 -2.964749 -2.075715 0.1619831 14.18808 14.18194 16.6861 15.02797 12.01758 15.11288 18.28106 14.95342 17.88025 17.79225 14.58459 13.5625 15.52356 14.28874 15.73944 16.06777 12.87056 15.1398 31417.35 13.59498 -98883.55 16.68763 14.38167 17.74886 10.4013 -2.191788 -6.525376 38.85511 142838.8 -119114.6 16.34504 87.64905
0.6624667 2.050897 3.675867 -2.263944 -2.271632 -3.121387 -2.166166 0.1329339 14.35728 15.80447 16.74192 15.73844 10.68071 16.66104 14.78524 15.64259 17.49469 14.21322 15.45729 12.66164 15.10964 13.59691 18.51708 12.50785 15.25222 17.8374 127931.2 7.715417 -188710.8 17.04773 12.06029 13.19349 12.50194 11.7618 -6.189495 35.7251 70550.3 -170256.2 13.12853 -83.06657
1.509645 3.180986 4.511791 -1.927114 -1.679559 -2.429876 -1.02437 0.4350674 15.13877 14.26347 17.67004 14.86258 11.71784 15.41807 13.74391 15.29554 16.13384 10.77809 15.42025 13.76432 15.6211 13.24644 14.84195 15.77071 14.66211 16.66997 90469.89 -27.27816 100535.9 16.84066 10.00707 15.4556 6.664751 22.34815 -13.44336 21.98932 14514.53 135241.1 22.13878 75.10509
1.692378 2.418613 4.360775 -1.731449 -1.815556 -2.742726 -1.412815 0.7093011 15.47614 14.93244 16.08107 16.19404 16.4315 14.06728 14.82202 17.22007 14.64991 10.75261 16.07349 14.49574 15.15077 13.77872 16.70845 13.69217 14.86683 19.12504 -99734.68 -47.04846 -179274.8 12.67406 11.77722 11.58084 13.94974 29.41231 -10.01167 24.82659 -42715.49 -78860.68 17.20165 11.92889
1.415073 3.028738 4.751108 -0.910102 -1.253172 -2.206966 -1.781373 0.2011933 15.66349 14.60224 18.68178 15.91462 16.22231 16.80374 20.2672 16.71661 14.41824 14.80648 16.12594 13.68536 17.28467 14.76419 18.36329 14.59664 15.2976 16.58273 29799.78 81.10145 18902.81 16.03796 19.54219 15.49164 14.64817 5.696811 -12.73379 36.99712 -111039.2 15346.37 32.25492 -54.95133
1.422996 3.173722 4.781334 -1.320544 -1.685301 -3.186002 -2.350263 -0.07626277 15.85319 14.8367 17.49746 17.20438 14.93255 17.58559 20.97154 17.0311 18.68527 11.66938 16.53262 14.40231 16.20118 15.27624 17.41337 16.29547 15.91992 16.79164 -6999.075 62.37958 60988.81 17.53217 20.21278 15.01051 17.8357 15.47404 -8.039769 22.75578 28358.82 54708.29 21.17897 9.934134
1.095402 3.001098 4.588208 -1.999949 -2.210989 -2.540679 -1.4866 -0.3566867 16.13203 15.37694 17.49826 16.68437 16.18216 16.90701 16.841 17.7811 14.32097 14.72203 17.55659 15.95584 16.47583 15.95988 15.56263 16.7312 16.59715 20.14256 -57900.63 63.18565 -43149.5 14.83909 12.22098 13.86733 16.70692 25.036 4.411695 -12.30282 71857.75 -21297.61 22.17891 -100.6037
1.060694 3.70982 4.609749 -1.616247 -2.928381 -2.945356 -1.485261 1.310159 16.29749 14.52823 17.61703 15.83968 13.0874 16.98308 14.14632 17.93838 14.56073 12.82038 16.3477 14.81653 16.00958 15.42243 17.88443 14.40059 15.91884 18.77781 96261.95 59.62663 91797.35 15.64381 13.14124 16.44179 12.73014 17.43763 -11.04207 28.89177 -155206.9 193808.7 11.2101 100.8307
1.310957 3.295694 5.27237 -1.691589 -2.477407 -3.463 -1.543078 0.2762879 15.19445 15.40266 18.55024 16.41591 15.87682 17.092 18.40698 17.7331 12.19194 13.99657 17.62401 14.82057 16.10477 15.86042 16.01019 15.75613 16.2465 18.96459 91365.57 28.62716 109409.1 20.1296 20.10508 13.11622 16.15925 11.28027 5.785016 22.16696 82362.98 43310.23 21.25272 39.58772
1.871411 2.003964 3.243231 -2.231149 -1.834049 -3.268182 -2.740957 0.5631537 16.69927 15.01761 17.91447 16.77861 13.73757 18.43006 13.97992 17.24313 18.32316 18.50669 17.56471 11.50016 16.00646 14.28318 17.35239 15.61301 14.73659 17.853 -22707.97 46.53532 -17799.1 17.94178 14.03713 16.14956 13.15226 17.64224 -4.415293 66.94162 -114392.8 126209 22.42499 115.8476
0.7487814 2.846331 4.216338 -1.890447 -1.799112 -3.70403 -2.466937 0.09599944 15.66111 15.49793 19.70548 16.31019 12.78863 16.42392 20.32305 17.84645 16.58235 16.90505 16.9065 14.26218 15.98111 15.68819 16.7887 12.67359 16.91706 18.19869 -13029.96 59.03023 173136.9 17.38666 19.42145 14.68593 13.05016 2.247548 -2.635751 14.87904 -128304.7 -63493.01 24.55134 -52.87281
1.001957 2.002277 2.711728 -1.616924 -2.016236 -2.810492 -1.681618 0.8625119 14.47565 14.9063 16.02604 15.54576 11.45252 14.21039 12.96952 16.54411 13.31846 12.65004 14.43476 15.4995 16.31012 14.98619 16.39402 17.58242 15.45362 17.06217 -15382.7 19.16789 -56190.11 16.64262 16.65985 14.60007 14.13954 11.49637 1.818736 41.07244 -24631.8 66455.05 23.23644 8.052992
1.164221 2.801531 3.961757 -1.613076 -2.408569 -2.676533 -1.909195 1.069185 15.26269 14.55335 16.5541 15.85195 12.4826 15.09572 11.47326 15.9616 14.69188 12.95199 14.94547 15.1714 16.31769 14.30066 16.03165 12.60728 15.25293 17.67584 153324.8 -41.6075 -192404.2 16.37921 10.18297 16.9928 15.15605 2.24737 13.61901 5.424108 -88932.89 -42749.3 21.92187 152.539
0.7845681 1.965291 3.987147 -1.844609 -2.725259 -4.077893 -3.038983 -0.7742971 16.42795 15.82366 19.18616 16.70815 14.35239 17.58986 15.65806 17.36072 17.60143 16.44282 17.70103 14.77912 18.14657 15.61979 18.94013 16.31371 15.49607 18.09821 -32497.93 -125.8714 17985.7 15.78902 18.32582 22.11019 15.08021 9.113607 3.255369 12.9659 -129835.5 -122450.5 15.04478 -48.22386
1.316059 2.824678 4.199398 -1.465751 -1.69782 -1.905235 -1.90328 0.3067479 15.21494 15.85098 18.00686 16.00933 13.25791 16.69822 19.51846 17.21849 16.93511 13.8402 16.15776 13.83816 16.25418 16.0337 14.82945 14.85392 16.24532 17.71998 47221.11 -41.17655 -154095.9 21.36137 20.03681 18.26407 15.2496 15.67441 7.937969 33.96463 4307.65 176231.8 26.08062 124.8695
0.6133716 2.316459 4.693342 -1.176594 -1.792302 -2.82893 -1.269778 0.422286 16.95355 17.20469 18.84715 16.88837 16.80986 16.0813 16.35843 18.02876 15.34929 13.18402 17.79714 13.9711 17.39532 16.37116 19.85291 15.01141 16.63804 16.04481 84357.35 2.447337 -4293.452 21.77865 14.59168 15.15454 14.0198 13.61157 6.360694 23.57004 3486.156 69952.97 32.54986 63.20928
0.3079598 4.00387 5.910163 -1.311373 -2.104503 -3.40336 -2.462632 0.9871022 17.53463 18.58627 18.90116 18.28008 17.50827 20.16629 20.44696 17.96775 17.05414 16.30483 18.62532 15.44927 17.61833 17.16685 18.9048 18.91508 18.08844 21.3315 -23917.9 9.527656 -92393.12 17.68491 18.07785 12.60369 15.67309 2.408012 -0.2852209 -5.902809 -42080.96 84454.04 26.17479 50.30674
1.019112 2.718751 4.284651 -2.38254 -2.355297 -3.383298 -2.255022 0.2944033 18.56954 19.29259 19.61099 17.97575 16.7931 18.08694 17.84653 19.17198 16.28728 15.08505 19.59426 17.64625 18.78042 18.43729 19.39665 14.04138 18.59021 18.76118 -68280.53 -28.39766 54348.5 18.46591 18.85577 22.21411 19.63602 33.78816 14.56548 25.28605 7047.262 73088.06 24.19239 -170.9844
1.400323 2.440984 3.731931 -1.699619 -1.978548 -2.872457 -1.650303 0.3255078 18.42761 17.94851 19.88238 18.43505 17.05882 18.2642 21.40054 19.17487 19.27307 15.7555 18.77302 14.49634 17.43887 18.02026 20.59873 18.08447 18.46387 21.54131 -95624.09 -17.51352 10460.1 18.01102 17.56201 20.48608 14.97146 19.59385 8.719303 0.586235 97305.97 65930.82 13.46343 -17.46179
1.129514 2.713379 4.097964 -1.97044 -2.726734 -3.463942 -2.946202 -0.5120437 18.17123 17.87486 20.98713 20.23774 18.15107 19.42083 17.64832 20.08119 18.11843 20.55066 19.63994 17.18701 18.96567 17.56923 21.01233 17.10971 18.48663 24.79766 11771.86 73.81161 95812.52 22.01815 20.17881 17.37178 14.57813 10.60045 2.519711 44.7952 67129.34 23945.88 27.81974 135.7697
2.046651 2.886694 5.485852 -1.392582 -1.643124 -2.774177 -2.501067 -0.009346392 16.85098 17.48753 20.32357 16.45996 14.43486 17.43089 15.59048 19.86244 18.52658 11.36756 17.91334 17.10177 18.19762 17.3158 17.82188 18.35858 17.39319 18.43575 129384.3 -69.46695 178789.4 17.31306 21.40169 20.56843 14.85404 21.1622 -1.129351 47.59878 -160595.2 151377 21.43833 -59.37105
1.63638 4.981085 6.500424 -0.6497038 -0.1694734 -2.550203 -0.6610534 0.4057098 17.86773 19.5644 20.70201 17.36922 16.1973 18.42313 21.0953 17.60724 19.76057 17.21755 18.19859 17.35772 19.41911 18.49319 19.88259 18.25263 19.36509 17.64417 135331.7 5.487954 98410.44 19.22255 15.84465 14.53114 12.94051 5.984617 0.6089789 27.55343 -2031.312 196011.6 25.83643 3.936552
1.881071 3.409666 4.943468 -2.306481 -2.209431 -3.317553 -2.094052 0.1286558 19.10819 20.04307 22.64583 20.17854 20.43208 21.02884 19.69238 20.31043 20.95065 16.48771 20.7577 19.37773 20.0356 17.81239 19.81164 18.01137 19.51506 22.58412 -3218.765 -42.99142 -56274.49 19.35152 23.60164 19.44532 18.55106 6.717526 -8.608086 38.32926 51938.8 261651.6 24.91214 166.2595
1.274738 2.456041 4.510445 -1.698607 -1.390914 -2.67802 -1.400273 -0.3199165 18.8987 18.6652 20.11564 19.338 20.10598 19.95951 18.43044 19.96275 18.50703 17.53434 19.66755 16.94084 19.63203 18.19218 20.31293 14.85732 18.39973 22.5316 55951.51 -97.39854 8629.408 18.98375 21.21107 19.5382 20.3113 17.47033 8.483006 34.81137 47978.14 9162.772 22.90416 26.98293
1.595533 3.702291 4.945441 -0.0317048 -1.265242 -2.168172 -0.8719306 -0.545963 17.86885 18.38051 20.88174 18.93709 17.71246 19.50441 16.39736 19.83053 21.25207 16.95906 18.9536 16.84922 17.87076 18.47833 20.46412 17.74336 18.38974 21.55467 -102066.9 -117.7369 113908.5 15.67257 19.08206 22.04248 20.39967 28.63692 7.924618 44.10637 -132714.3 -253709.1 17.41445 59.75351
1.258937 3.401613 4.825734 -0.627714 -1.351546 -2.234054 -1.140306 -0.9142049 18.83836 17.8359 21.09148 19.21452 17.65146 19.51853 20.6788 19.49686 19.4465 18.28731 18.78015 18.84646 20.10853 17.88217 21.41188 19.52937 18.44544 20.66196 -53104.04 -34.50726 22883.87 18.18032 18.05417 22.46318 19.31262 14.68467 -0.4984345 52.73354 -105780.1 137941.5 17.06345 30.52813
1.462393 3.186433 5.658971 -1.722489 -1.611261 -2.229663 -0.8377863 -0.627446 18.11883 16.92476 18.27834 19.21377 17.33284 16.70338 13.70641 17.77357 18.43277 13.46839 19.97123 14.69836 18.17649 17.98787 18.92673 20.79807 17.08673 19.5891 -44895.93 -52.06031 69034.54 18.61207 19.27067 20.61496 19.26009 35.76547 6.994385 67.01678 -83601.24 83963.53 28.63696 55.25344
1.118154 3.489265 5.006842 -1.820493 -1.591247 -2.619984 -2.27063 0.633755 18.5416 17.32603 20.07444 18.68003 17.65628 18.19495 22.98152 19.73472 18.64319 16.70142 19.66298 15.57038 18.13606 17.84108 21.02478 17.0656 19.019 21.92442 31705.58 40.37329 134277.9 17.33419 16.16988 17.03615 13.68345 12.42521 -3.442869 -5.009421 208530.5 -199957.3 23.62775 -113.94
1.187401 3.431053 4.647006 -0.6768323 -1.566216 -3.019662 -1.584532 0.04028244 17.86361 18.73273 21.14097 20.30757 18.34698 18.94095 14.57637 19.54735 18.29928 20.37064 20.67221 17.57558 17.46808 18.67955 19.37347 19.01181 18.28709 24.64242 -2518.665 -25.9637 -67155.28 18.81959 23.56331 22.10549 17.79506 19.86799 15.02979 66.88412 97404.13 36859.58 24.85779 18.27786
0.1948273 2.588248 3.561071 -1.583441 -2.122278 -3.50666 -2.263018 0.4159435 18.80168 19.50952 20.13628 19.39505 16.42485 19.54485 16.2744 21.14743 17.29629 16.95911 19.8112 15.328 19.68249 17.5258 19.5657 17.67953 18.79248 20.80112 31691.29 -36.16105 67775.91 17.56388 19.54209 21.22714 12.52325 13.92042 -12.98337 38.82607 95044.64 -119820.5 22.90518 -44.05427
0.472779 2.216575 4.923168 -0.8686651 -1.644532 -2.672423 -1.616254 0.1638735 17.74528 18.36985 18.90735 17.73436 17.75574 19.75916 19.07775 20.42453 16.71087 14.86125 18.54967 19.38782 18.12188 16.93062 19.76687 14.33945 17.74543 21.37298 -144324.6 85.00939 -76953.53 19.78258 15.53247 17.63669 17.63675 18.27534 -1.781558 28.40484 -96426.37 113656.7 22.98245 -31.4735
0.9169639 1.214253 3.238169 -1.91118 -2.089494 -2.662287 -1.730967 1.015533 17.08704 17.67465 19.17981 17.77807 18.60965 17.72498 15.65859 18.37931 18.38398 15.41898 17.72383 13.90221 16.61748 16.42119 17.69425 19.62297 16.91143 18.79083 228927.7 -102.6416 -65337.48 16.72991 13.30622 14.65126 13.68514 14.69321 -12.09102 72.2266 -31036.78 -35938.68 21.94734 -51.45892
1.756954 2.795219 3.425011 -2.056881 -1.401255 -3.396439 -2.125721 0.3289822 17.39766 17.61244 20.69286 18.37313 16.61111 20.34702 16.16592 18.82009 19.31119 15.51336 18.20376 16.40196 17.32534 16.37644 17.1356 17.97769 17.06929 16.87695 66427.09 87.58981 -114817.2 19.37801 19.35005 16.02974 15.75968 14.17497 -1.771833 65.32865 -99574.56 36709.52 17.28129 -61.27373
1.001563 3.002484 5.365774 -1.34651 -2.006038 -3.197508 -1.893578 -0.1666842 17.24012 18.34563 19.6658 18.35791 17.67689 17.91315 16.30794 19.80839 19.43066 16.7762 18.54057 14.45792 17.9801 16.04288 17.82377 20.09388 17.79038 15.75914 -64934.06 -58.81258 161760.5 19.40234 19.11945 21.63919 14.26176 22.79121 9.863211 78.76003 -72592.22 -52722.29 22.14937 -94.54734
0.8417979 3.166484 5.216294 -1.655448 -2.002683 -2.906802 -1.872423 0.1172468 17.46034 18.16162 19.78341 17.28115 15.6659 17.74194 16.17249 18.69558 17.86151 16.70398 18.57587 13.85737 18.51068 16.36427 17.65295 16.5246 18.24187 21.03586 -69734.89 53.78575 56659.92 19.33817 22.11129 22.97339 12.74343 10.26313 5.597554 63.91485 107851.4 -86061.67 18.93558 -94.4882
1.331348 2.132462 4.029155 -1.261325 -2.244581 -2.429578 -1.962406 0.1689352 17.78156 19.14594 20.85648 18.51856 18.96471 18.621 22.53014 19.18311 17.14249 16.67259 19.29254 13.86761 18.34692 18.29961 17.09053 18.64084 18.22625 20.20912 -123312.6 66.41722 14149.7 15.23752 17.78661 18.73496 16.24325 21.4316 3.1556 38.64415 -57996.29 -2984.047 24.13598 -78.72749
0.9630472 3.653787 5.395859 -2.509126 -1.4376 -2.715226 -1.710395 0.01757847 18.46722 18.58697 20.34038 19.95332 17.39769 19.17356 19.21547 20.00721 18.92737 16.49798 19.07425 14.5412 19.23108 18.19845 18.66321 20.46292 17.97544 21.47189 27054.58 9.666761 146824.6 19.00834 14.26569 17.44673 19.14184 15.0076 0.1246431 38.55868 -104616.8 54416.21 19.09862 -3.144661
1.312875 2.801898 4.553311 -1.570409 -1.810585 -2.733467 -2.17274 0.5404316 17.98198 18.0743 18.46361 19.04974 14.94927 18.02545 20.81945 19.06991 16.44172 15.25253 19.7443 18.03333 20.97623 17.29686 17.84408 19.45644 17.73617 21.17676 -38491.98 15.40257 -73133.34 19.98778 21.09249 17.37719 17.78762 10.06867 8.907942 18.35836 -49218.39 126816.3 31.80354 37.01611
1.33197 4.272388 4.438748 -2.291074 -2.454576 -1.77391 -2.003232 0.5349211 18.71847 18.46489 20.37714 20.93883 17.65266 19.07331 19.62212 19.91248 20.032 16.99509 19.33472 17.13773 16.7191 17.05269 17.42417 15.63951 19.33707 20.56514 -160602.3 10.50919 7669.24 23.43196 14.60474 17.35935 17.97093 13.55123 7.927654 -17.99856 70142.81 -74824.56 24.3158 -25.61097
1.35573 1.637843 4.621489 -1.261025 -1.86842 -2.706565 -1.833944 0.2711258 18.95518 19.4291 20.8325 18.84665 18.88862 21.35498 19.25223 20.1486 20.08877 17.47382 19.62244 19.05049 19.74535 18.37128 21.05032 15.40541 19.99956 22.02571 48232.47 13.15857 -145603.3 18.38369 17.23163 17.85921 17.20002 18.70547 2.730979 45.63511 152060 -121958.6 22.82527 6.936879
1.266897 2.854562 4.587106 -2.085189 -1.746794 -2.314484 -1.214613 0.1808359 19.94051 18.89696 22.24553 21.95082 19.30712 19.76843 21.19476 21.48207 19.87616 19.61817 21.14616 21.5874 20.85302 18.53296 18.96278 19.11139 19.81239 21.61558 83108.31 90.18451 -290236.5 22.03715 22.02734 19.75658 18.73869 9.708303 13.39867 19.94004 91620.31 100876.8 23.62859 9.796853
1.210698 3.208241 4.307062 -1.908404 -2.704203 -3.648237 -3.013881 -0.02894706 19.83018 20.60363 22.50213 20.12765 19.92398 21.10003 17.44075 22.20835 21.75549 18.06156 21.93097 18.06105 19.91036 19.30085 20.77275 22.03479 20.6635 18.44253 -188426.9 10.25461 43608.73 24.58924 26.74086 22.79416 16.46353 23.7459 0.4865883 26.97482 26296.47 13050.47 28.67263 166.9867
1.183689 2.927418 5.656138 -2.182337 -2.198436 -2.131097 -0.9191684 -0.03396988 20.0793 19.72268 20.76299 19.07403 18.02126 21.31209 20.53144 20.10936 20.63668 22.80011 22.59782 15.13148 21.43282 19.43968 18.44943 17.39002 19.96008 21.96477 13665.26 3.393553 -239038.4 19.67066 23.00974 22.27886 14.01097 7.716346 2.320913 22.62071 57635.87 -35072.31 33.59207 -0.6961898
1.254667 2.891466 3.554472 -0.937089 -2.25945 -1.840867 -1.501896 0.8426202 20.3233 20.10722 22.20277 21.20275 16.90598 18.13357 15.26058 19.89492 20.62689 20.55204 20.60911 16.41155 20.16897 19.05406 21.54446 22.30783 20.16796 21.6744 -59061.87 -48.81004 8468.722 21.76875 16.60951 23.49462 19.92595 23.09094 4.261048 39.45128 -69458.29 93370.03 22.71915 76.59032
1.265859 3.661251 5.685188 -1.633329 -2.40872 -4.179902 -1.940468 0.2599657 20.82588 20.94044 22.95628 20.00678 17.69165 23.03398 21.41313 22.47038 22.04821 16.68312 21.81027 18.76268 21.10242 20.78633 22.17759 19.37841 21.31856 23.57641 -67175.25 116.1106 30977.4 24.19552 17.20654 17.81275 17.70129 19.40686 0.2528628 39.1574 9931.445 114986.1 17.65939 169.0039
