factor(Management_Group)201701_HI_ME01 factor(Management_Group)201701_MI_MD01 factor(Management_Group)201701_MI_ME01 factor(Management_Group)201801_FEH_HGD1 factor(Management_Group)201801_FEH_HGD2 factor(Management_Group)201801_FES_MD01 factor(Management_Group)201801_FES_ME01 factor(Management_Group)201802_FEH_HGD1 factor(Management_Group)201802_FEH_HGD2 factor(Management_Group)201802_FES_MD01 factor(Management_Group)201802_FES_ME01 factor(Management_Group)201901_FEH_HGD1 factor(Management_Group)201901_FEH_HGD2 factor(Management_Group)201902_FEH_HGD1 factor(Management_Group)201902_FEH_HGD2 heterosis perANS perHHS perARS perSHS perDSS perBMS perBRS perBNS perSGS perBVS perCHS perCAS perGVS perLMS perMAS perSAS perSMS perTAS perBVSo perCHSo perLMSo perHH perAN perSM perCH perM2 perM3 perRS perBV perBR perXB perRO
-0.04948092 0.01390053 0.03395335 0.09288076 0.02322276 0.2390033 0.4122315 -0.2645814 -0.31483 0.3049258 0.1904203 -0.1245666 -0.1858102 0.2762851 0.1854861 0.04369835 0.08559839 -0.03685366 -0.03422674 -0.08276851 0.109755 0.04624818 -0.06971707 -0.0387753 -0.1614207 0.1685136 0.06288183 -0.1855764 0.005350456 0.02733234 -0.06597514 -0.1338867 0.05280737 -0.3119945 18.0846 -6.53027 49.79745 -0.1944669 -0.3196496 0.2352493 0.3024013 0.3387543 0.5811721 -3.833996 -729.3411 -0.324442 -0.6543835 3.675929
-0.0617008 -0.004891585 -0.02053918 0.04563535 -0.0396311 0.2523468 0.3556818 -0.3732339 -0.4335439 0.3774763 0.198308 -0.2707871 -0.2514524 0.2243522 0.1915765 0.03549483 0.06074911 -0.03907466 -0.01931525 -0.08077968 0.1083775 0.1276026 -0.2329843 0.0834491 0.0878294 0.05117076 0.09046085 -0.0734131 0.0329351 0.08876959 0.03164848 0.204703 0.07387029 -0.2712765 7.087142 -6.857867 61.89249 -0.1865076 0.07139161 0.004260805 -0.02083384 -0.9427539 -0.02416686 -1.73677 -595.3152 -0.4996936 -0.3398576 1.811564
-0.03370903 -0.02841576 0.03504831 -0.1062431 -0.07973088 0.1816342 0.29949 -0.5177418 -0.5129871 0.3392844 0.1404126 -0.2824204 -0.3068487 0.03627002 -0.006874612 0.03971498 0.005939996 -0.0222336 0.04484256 0.0342892 0.1571122 0.03667411 -0.2745336 -0.06208903 0.06452096 0.1052888 -0.02213506 -0.2944487 0.03553144 0.008644998 0.08756641 0.008651155 0.07465951 -0.3767671 10.29486 1.075826 61.57828 0.05145154 0.05677756 -0.05919229 0.1561019 0.09083779 0.3723847 -1.22847 -813.5251 -1.236685 -0.6119216 4.595096
-0.001916097 0.002850149 0.03979655 0.008408676 0.02567195 0.3255082 0.4316512 -0.3458615 -0.351682 0.3303825 0.2078736 -0.2168777 -0.2429338 0.2262067 0.05679497 0.02538169 0.01221931 -0.09598746 -0.04845963 -0.05897747 -0.1216172 -0.05466381 -0.2236022 0.02044997 -0.1944464 0.2536415 0.07079861 -0.1130768 -0.003273696 0.01048172 0.04571495 0.03713398 0.01963533 -0.3280299 -47.69303 1.158228 63.55735 -0.09803756 0.09439019 -0.02790867 0.04469162 -0.5347598 0.1569647 0.03724041 -221.2263 -1.116953 -0.2000285 4.907481
0.05364799 0.1128875 0.1216905 0.05759386 0.03387706 0.3663005 0.5224388 -0.2458883 -0.2892636 0.3726131 0.2938907 -0.1231878 -0.1767171 0.2147115 0.1034369 0.06304447 0.06404658 -0.02729754 0.00879548 -0.04443943 0.0445435 0.004686139 -0.07128998 0.03760656 -0.06302251 0.1601032 -0.007254097 -0.2517727 0.0322422 -0.01034035 -0.07398789 -0.004270666 0.01590181 -0.5372841 -89.14766 -0.1349902 90.55548 -0.06581249 0.08951682 -0.01958688 -0.2193035 -0.413394 0.7663335 -3.320613 -31.25593 -2.152478 -0.3191702 -0.02813291
-0.0068222 0.07495165 0.02034245 -0.0255051 -0.008777972 0.2708621 0.4216393 -0.3462478 -0.4209163 0.3591997 0.2875862 -0.2392603 -0.2838546 0.1551657 0.08847795 0.08915163 0.09475697 0.04520573 0.08283328 0.02884938 0.2923512 0.0452006 -0.2694637 -0.06065406 -0.1968824 0.1756617 0.01583267 -0.06864958 -0.05749225 -0.005010815 -0.03645818 0.05166024 0.08580885 -0.1142938 -70.03362 1.386503 68.15505 -0.3531265 -0.3092941 0.0940253 -0.02089745 -0.2239486 0.2910462 -4.69685 -128.042 0.09656008 -0.5564968 0.4701135
-0.01575458 -0.01128862 0.02634389 -0.0004236346 0.02890894 0.2617333 0.362931 -0.4166295 -0.4263359 0.2047722 0.08510294 -0.1759966 -0.2264982 0.1101231 0.0811041 0.08888038 0.06692829 0.05686195 -0.01688503 0.03427704 0.1001895 0.05150967 0.1351223 0.01482726 -0.2283567 -0.04145167 0.1503119 -0.02771521 0.04222983 0.1199106 0.06072331 0.08183765 0.08034902 -0.2928902 -54.64385 1.276214 26.43798 -0.07022883 0.03071477 0.1536275 0.1543628 -0.376889 1.024101 -3.147292 298.0838 -0.6873059 -0.4470046 2.131721
0.07814167 0.08801744 0.02125318 -0.07691833 -0.04393685 0.2665043 0.3533532 -0.3498974 -0.4589808 0.2601689 0.1589818 -0.2217583 -0.2586052 0.1352735 -0.0317 0.03632553 0.1618134 0.09087525 0.138084 0.05389331 0.3057818 0.103946 0.08491751 0.04052903 0.1383715 0.3244884 0.1646513 0.05939036 0.06032349 0.109701 0.1556926 0.3184606 0.2228199 -0.2251736 -26.21874 -3.091558 46.20874 -0.03090195 0.2171622 0.1810496 0.002985376 0.7376705 0.5155198 -2.394336 -229.6189 -0.4408672 -0.5798206 3.329714
0.05000642 0.05534992 0.08282807 -0.05156398 -0.01663002 0.2902757 0.4553464 -0.3160923 -0.3629037 0.3746306 0.2543393 -0.2301546 -0.301401 0.1650079 0.1324224 0.009137348 0.1925364 0.07923407 0.08812329 0.08677582 0.249071 0.2218323 0.2464892 0.1631679 0.1655238 0.4286547 0.1459099 -0.02391868 0.2179143 0.1499199 0.1552162 0.2488672 0.1783246 -0.1633334 -4.732705 -1.688848 7.95299 0.1606312 0.06099427 0.3234173 0.1561316 -0.6696562 0.1534626 0.8812436 48.06441 -1.457724 -0.003364261 3.03544
0.0481818 0.08082877 -0.01191367 -0.02539349 0.02101597 0.3252804 0.3771467 -0.2757568 -0.4408843 0.3837776 0.2922321 -0.167842 -0.3050596 0.1291839 0.1223956 0.01525608 0.1859629 0.1180872 0.1267595 0.1220113 0.2856081 0.3390417 0.06630975 0.2055869 0.07135854 0.5496854 0.2996278 0.1683978 0.1489523 0.1685554 0.2322741 0.2026783 0.1361006 -0.3156335 -0.6302648 -4.001225 44.37212 0.003254802 0.3814596 0.6078283 0.09313374 -0.1015828 0.6589421 -2.131118 -474.2093 -0.3330015 -0.4977406 1.439143
