AnimalID,SampleID,ADDMI_keep,ADG_keep,FCR,Gender,Management_Group,heterosis,mathet,perANS,perHHS,perARS,perSHS,perDSS,perBMS,perBRS,perBNS,perSGS,perBVS,perCHS,perCAS,perGVS,perLMS,perMAS,perSAS,perSMS,perTAS,perBVSo,perCHSo,perLMSo,perHH,perAN,perSM,perCH,perM2,perM3,perRS,perBV,perBR,perXB,perRO
20171787,F12,10.9123076923077,1.5328269717,7.11907338126055,Steer,201701_HI_ME01,1,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.25,0.125,0,0.5,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171789,F13,9.80461538461538,1.0948314227,8.95536534787785,Steer,201701_MI_ME01,0.0625,0.125,0.46875,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0
20171795,A19,10.4723076923077,1.20102539,8.71947236045334,Steer,201701_MI_ME01,1,1,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20171797,D23,10.4415384615385,1.2711338504,8.21435009244126,Steer,201701_HI_ME01,0.5,1,0,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171799,F14,9.08923076923077,0.7107316549,12.7885548737936,Steer,201701_HI_MD01,1,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.5,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171806,A20,8.42307692307692,0.575713353,14.6306784082476,Steer,201701_HI_ME01,0.5,1,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0,0
20171815,J4,9.4,0.9729616805,9.66122324074406,Steer,201701_HI_ME01,0.5,1,0,0,0.75,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171824,J5,11.32,1.1555561346,9.79614893734129,Steer,201701_MI_MD01,1,0,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0
20171826,D25,11.6430769230769,1.1911317076,9.77480227315621,Steer,201701_HI_ME01,0.5,1,0.5,0,0.1875,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0
20171830,A21,8.96923076923077,1.1964970359,7.49624152849167,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.875,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171833,H10,10.9723076923077,1.5176983353,7.2295708818438,Steer,201701_HI_ME01,1,1,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20171834,C10,9.38615384615385,1.1242857234,8.34854846130108,Steer,201701_MI_ME01,0.546875,0.59375,0.0625,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171840,J6,10.1061538461538,1.2601960278,8.01950936458415,Steer,201701_MI_ME01,1,0.96875,0,0,0.21875,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.03125,0,0,0,0,0
20171841,H11,10.5553846153846,1.0742396271,9.82591253301627,Steer,201701_MI_MD01,0.7109375,0.796875,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171845,F15,10.3492307692308,1.0262271522,10.0847368411997,Steer,201701_MI_MD01,1,0.8671875,0,0.0625,0,0,0,0.125,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171848,J7,9.70461538461539,1.1489373592,8.44660094556649,Steer,201701_MI_MD01,0.625,0.9921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21875,0,0,0.6875,0,0,0,0,0.03125,0,0,0,0,0.0625,0,0,0,0,0
20171850,F16,9.54923076923077,0.9200113564,10.3794705389256,Steer,201701_MI_ME01,0.25,0.5,0,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.125,0
20171853,J8,9.47538461538462,1.3133564651,7.21463278795613,Steer,201701_MI_MD01,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1875,0.21875,0,0,0,0,0,0,0,0.03125,0,0,0.0625,0,0,0,0,0,0,0
20171859,F18,11.0046153846154,1.2927646422,8.51246624899019,Steer,201701_HI_MD01,1,0.8125,0.5,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
20171861,C11,10.9784615384615,1.3096627492,8.38266305212366,Steer,201701_HI_MD01,1,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20171863,J9,8.86769230769231,0.9286263113,9.5492580813032,Steer,201701_HI_ME01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.125,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0
20171864,H12,10.5661538461538,1.1973700468,8.82446815367742,Steer,201701_MI_ME01,1,1,0,0.0625,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.5,0,0,0,0,0.1875,0,0,0.125,0,0,0,0,0,0,0
20171877,F19,8.97230769230769,0.6190141849,14.4945106447878,Steer,201701_MI_MD01,0.25,0.5,0,0,0,0.875,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171878,E1,9.90615384615385,1.4761000318,6.71103152411289,Steer,201701_MI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0
20171879,E2,10.1184615384615,1.2211151977,8.28624650444111,Steer,201701_HI_MD01,0.5,1,0.75,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20171881,E3,7.00769230769231,0.675759152,10.3701034413698,Steer,201701_MI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20171885,J10,8.03230769230769,0.4284351605,18.7480123781944,Steer,201701_HI_MD01,0.75,1,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171888,H14,10.2,1.3911008949,7.33232221860747,Steer,201701_HI_MD01,0.25,0.5,0,0.875,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.0625,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171891,E4,10.82,1.4024257294,7.71520357418793,Steer,201701_HI_ME01,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20171893,E5,10.5784615384615,1.5119659336,6.99649463217346,Steer,201701_HI_MD01,0.5,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.125,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20171895,F20,9.51846153846154,0.8862871027,10.739704447311,Steer,201701_MI_ME01,0.984375,0.96875,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0.21875,0,0,0,0,0,0,0,0.125,0,0,0,0,0.03125,0,0,0,0,0
20171896,F21,10.7153846153846,1.1580775675,9.25273480473027,Steer,201701_HI_MD01,0.25,0.5,0.75,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.0625,0,0,0,0,0,0,0
20171897,J11,11.3553846153846,1.5827305456,7.17455327247752,Steer,201701_MI_ME01,1,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20171901,F22,9.65692307692308,1.1994712498,8.05098336332219,Steer,201701_MI_MD01,0.6953125,0.921875,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
20171907,C12,8.77538461538462,1.3044426902,6.72730560055433,Steer,201701_HI_ME01,0.71875,0.8125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171908,C13,11.1815384615385,1.6883386425,6.62280550836735,Steer,201701_HI_MD01,1,1,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.1875,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20171909,E6,10.6076923076923,1.3616838009,7.79012888357869,Steer,201701_MI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0
20171913,F23,9.31846153846154,1.6021666844,5.81616234390196,Steer,201701_HI_ME01,0.765625,0.7109375,0,0.5,0,0,0,0.4375,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20171916,A22,10.5646153846154,1.3095895644,8.06711940275399,Steer,201701_MI_MD01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171919,E7,10.1892307692308,1.266024096,8.04821235348017,Steer,201701_MI_MD01,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0
20171920,F25,9.96615384615385,1.3467655218,7.40006607299668,Steer,201701_MI_ME01,0.875,0.25,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171925,C14,9.47230769230769,1.1155515312,8.49114310489836,Steer,201701_HI_MD01,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20171928,C15,9.89538461538462,1.2274928929,8.06145980365425,Steer,201701_MI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20171929,H15,12.5138461538462,1.6661482809,7.51064373879531,Steer,201701_HI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20171936,G1,11.0676923076923,1.3580069998,8.1499523266981,Steer,201701_MI_MD01,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0
20171938,A23,12.3984615384615,1.339548407,9.25570249919422,Steer,201701_MI_ME01,0.96875,0.9375,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.028564453,0.013671875,0.03125,0.015625,0.015625,0,0.017578125,0,0,0,0.002685547,0,0,0
20171939,A25,9.86461538461539,1.3280059782,7.42814079646391,Steer,201701_HI_MD01,0.5625,0.65625,0,0,0,0,0,0,0,0.875,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171944,G2,10.2353846153846,1.4681099509,6.97181066657166,Steer,201701_MI_ME01,0.375,0.75,0,0.0625,0.75,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171953,E8,9.60461538461538,1.2864831659,7.4657917329965,Steer,201701_MI_ME01,0.6875,0.75,0,0.0625,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20171963,J12,10.3969230769231,1.0975629819,9.47273482103495,Steer,201701_HI_ME01,0.1875,0.375,0.875,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20171973,A27,7.74461538461538,0.726805071,10.6556980593981,Steer,201701_MI_ME01,0.484375,0.96875,0.125,0.75,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.03125,0,0,0,0,0
20171979,H16,8.75384615384615,1.1799300674,7.41895337334308,Steer,201701_MI_ME01,0.5,1,0,0,0,0,0,0,0.75,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20171980,J13,10.9692307692308,1.420622788,7.72142391484063,Steer,201701_MI_ME01,1,0.25,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20171981,H18,6.58923076923077,0.4254934301,15.4860928585482,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20171982,B1,10.6415384615385,1.433004754,7.42603151303883,Steer,201701_HI_ME01,0.71875,0.977539063,0.5,0,0,0,0,0,0,0.1875,0,0,0,0,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0
20171994,H19,11.4969230769231,1.4885966918,7.72332972406454,Steer,201701_MI_ME01,0.875,1,0,0.25,0.5625,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20172027,B2,9.95538461538461,1.1268574619,8.83464408941198,Steer,201701_HI_ME01,1,0.625,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0.34375,0,0,0.5,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0.125,0
20172033,H20,9.57076923076923,0.972961707,9.83673783039154,Steer,201701_HI_MD01,0.25,0.5,0.0625,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0
20172036,B3,9.79384615384615,1.2533147837,7.81435460685546,Steer,201701_HI_MD01,1,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20172296,B4,9.03538461538461,1.1097723666,8.14165579114773,Steer,201701_HI_MD01,0.9375,1,0.5,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
20172307,E9,7.36,0.9523112994,7.72856523348735,Steer,201701_HI_MD01,1,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172315,E10,9.83076923076923,1.1124966546,8.83667307233737,Steer,201701_HI_MD01,0.75,1,0.125,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20172317,B5,10.48,1.2886055723,8.13282219577439,Steer,201701_HI_MD01,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20172319,G3,9.30461538461538,1.1464159279,8.11626492459813,Steer,201701_MI_MD01,1,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0
20172323,H22,9.54307692307692,1.0392545834,9.18261711375477,Steer,201701_HI_MD01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20172324,H23,9.34615384615385,1.3808050163,6.76862680525145,Steer,201701_MI_ME01,0.25,0.5,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20172325,B6,11.7938461538462,1.0848804737,10.8711018768944,Steer,201701_MI_MD01,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172328,E11,9.73538461538462,1.2428621627,7.83303644406989,Steer,201701_HI_MD01,1,1,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0
20172329,B7,7.09692307692308,0.6688924676,10.6099611233282,Steer,201701_HI_ME01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
20172334,C16,9.69076923076923,1.1785523118,8.22260423550359,Steer,201701_MI_MD01,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
20172335,B8,8.94615384615385,1.2947571344,6.90952272705534,Steer,201701_MI_ME01,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
20172341,H25,11.42,1.3988753363,8.16370101299069,Steer,201701_MI_ME01,0.734375,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20172351,E12,9.01230769230769,1.0581772893,8.51682207077934,Steer,201701_HI_MD01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
20172358,C18,12.5169230769231,1.2609375312,9.92667976581763,Steer,201701_MI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0
20172363,G5,9.33384615384615,1.2769005516,7.30976750080539,Steer,201701_HI_ME01,1,1,0,0.5,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20172367,B9,9.97230769230769,1.4463962682,6.89458892528667,Steer,201701_HI_MD01,1,1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172374,J14,9.98,1.3663067033,7.3043629046799,Steer,201701_HI_MD01,1,1,0.5,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.1875,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.25,0
20172375,B10,10.2446153846154,1.5777553387,6.4931584342199,Steer,201701_HI_MD01,0.5,1,0,0.75,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172382,J15,10.9384615384615,1.2695463608,8.61603945803815,Steer,201701_HI_ME01,0.5,1,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0
20172395,G6,11.0538461538462,1.7100634269,6.46399775585198,Steer,201701_HI_ME01,1,1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172397,E13,8.39692307692308,0.7467598102,11.2444764196324,Steer,201701_HI_MD01,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0
20172399,E14,10.9846153846154,1.3930153274,7.88549498957608,Steer,201701_HI_ME01,0.75,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172403,E15,8.29384615384615,1.0669008497,7.77377406361452,Steer,201701_MI_MD01,0.5,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172404,E16,11.1215384615385,1.6257780683,6.84074824134375,Steer,201701_HI_ME01,0.96875,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20172408,B11,9.57384615384615,1.3430911273,7.12821785450429,Steer,201701_HI_MD01,0.25,0.5,0,0.0625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172410,J16,7.74,1.0593211153,7.30656633593868,Steer,201701_MI_MD01,0.5,1,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0
20172412,B12,8.89230769230769,1.1076896751,8.02779685700773,Steer,201701_HI_MD01,0.5,1,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172419,C19,10.0276923076923,1.3232095626,7.5783100357805,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20172425,C21,9.15692307692308,1.5231104821,6.01198874575264,Steer,201701_HI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
20172436,G7,10.2523076923077,1.4918535641,6.87219438892628,Steer,201701_MI_ME01,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
20172481,I1,9.32461538461538,1.4854448688,6.2773217508558,Steer,201701_MI_MD01,1,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.5,0.0625,0,0,0,0,0,0
20172497,I2,10.4169230769231,1.260196012,8.26611334882012,Steer,201701_MI_ME01,0.9375,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.375,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0
20172592,G8,10.9938461538462,1.2116582394,9.07338868036765,Steer,201701_MI_MD01,0.875,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172606,G9,7.21538461538462,1.1430540221,6.31237410995556,Steer,201701_HI_MD01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172607,I3,10.06,0.9427043746,10.6714260281953,Steer,201701_MI_ME01,1,0.875,0.25,0,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172611,B13,7.53384615384615,1.0572866825,7.12564177582569,Steer,201701_HI_ME01,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20172612,J18,9.99846153846154,1.3813303503,7.23828411957361,Steer,201701_HI_MD01,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172619,C25,9.19538461538462,1.1338334992,8.10999553450538,Steer,201701_HI_ME01,1,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172628,B14,9.88461538461539,1.4268796994,6.9274343091235,Steer,201701_MI_MD01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
20172637,C27,10.2230769230769,1.0254776909,9.96908759088142,Steer,201701_HI_MD01,0.75,1,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172642,I4,8.15538461538462,1.1822414411,6.89823950664134,Steer,201701_HI_MD01,1,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172644,J19,11.6261538461538,1.3102046055,8.87354066483156,Steer,201701_HI_MD01,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20172650,J20,11.2523076923077,1.7204643445,6.5402736931336,Steer,201701_MI_MD01,0.734375,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
20172652,G10,8.52307692307692,1.3778633725,6.18571992926456,Steer,201701_MI_ME01,1,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172656,E19,9.10153846153846,1.6875032054,5.39349402858234,Steer,201701_MI_MD01,0.796875,0.96875,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125
20172658,G11,9.06153846153846,0.9555216997,9.48334136669368,Steer,201701_MI_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172664,D1,10.18,1.3610650643,7.47943670513327,Steer,201701_HI_ME01,0.25,0.5,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20172665,E20,11.3830769230769,1.3324621847,8.54288928705304,Steer,201701_MI_ME01,0.4375,0.875,0.75,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
20172668,J21,9.49230769230769,1.1888601896,7.98437677983098,Steer,201701_HI_MD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20172669,G12,11.8830769230769,1.6452412952,7.22269551447916,Steer,201701_HI_MD01,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
20172674,I5,8.07846153846154,0.9822069634,8.22480580925348,Steer,201701_MI_MD01,1,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172680,I6,10.6784615384615,1.5255778369,6.99961764006768,Steer,201701_MI_ME01,1,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20172692,D3,8.55538461538462,1.0416672434,8.21316468343562,Steer,201701_HI_ME01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.375,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
