factor(Management_Group)201701_HI_ME01 factor(Management_Group)201701_MI_MD01 factor(Management_Group)201701_MI_ME01 factor(Management_Group)201801_FES_MD01 factor(Management_Group)201801_FES_ME01 factor(Management_Group)201802_FES_MD01 factor(Management_Group)201802_FES_ME01 heterosis perANS perHHS perARS perSHS perDSS perBMS perBRS perBNS perSGS perBVS perCHS perCAS perGVS perLMS perMAS perSAS perSMS perTAS perBVSo perCHSo perLMSo perHH perAN perSM perCH perM2 perM3 perRS perBV perBR perXB perRO
0.04619506 -0.0469698 -0.03977401 0.2956337 0.3970615 0.2579271 0.2846437 0.01932842 0.4144445 0.4436323 0.442727 0.2688183 0.5603259 0.6503003 0.1948966 0.7493384 0.4860473 0.4892586 0.4877853 0.1316996 0.201289 0.2853276 0.2899706 0.5257446 0.4237513 0.07846035 -262.9972 18.58973 378.9747 0.3382042 0.455468 0.7135796 0.2149799 0.8938585 1.642465 -11.86339 -1603.905 -2.61727 -0.2168411 -1.110555
-0.01952212 0.02476799 -0.009824457 0.2122495 0.3740632 0.2013225 0.2592705 0.01075683 0.4506652 0.4176555 0.3295686 0.3347088 1.086242 0.6215185 0.5363398 0.7395465 0.3080235 0.4733451 0.4938305 0.2499776 0.2573905 0.3600822 0.5364041 0.1582828 0.4463738 -0.05048815 -342.5262 -6.958638 337.8064 0.1417916 0.2323599 0.414904 0.517182 0.5710974 0.9628361 -8.324511 -285.91 -0.5154461 0.2391206 -0.0504061
0.01431014 0.09663885 -0.005711808 0.2966127 0.4011793 0.295029 0.220115 0.05716133 0.324219 0.2641027 0.4308274 0.3765064 0.6674722 0.6717314 0.3984235 0.4600713 -0.02701188 0.3988828 0.5003298 -0.0802457 0.4734772 0.2327976 0.3588759 0.6095326 0.3752162 0.07162387 -311.9645 -31.60233 300.8059 0.1812145 0.04323055 0.7325997 0.4901754 -1.051562 -0.1482398 3.922835 34.03087 -1.470886 -0.4283571 4.555762
0.1198373 0.01870269 0.09063853 0.2942893 0.4423168 0.2077634 0.2725628 0.04586037 0.4301491 0.2712771 0.3743512 0.2309463 0.4742655 0.7071683 0.1399906 0.6266121 0.4362005 0.2579778 0.3726633 0.1397111 0.3338192 0.2575576 0.3853667 0.4852032 0.234681 -0.02004262 -238.0505 -6.077217 243.7318 0.2381505 0.4311344 0.6264426 0.6811226 -1.114671 1.768587 -1.885582 -178.0234 -1.13621 -0.6017136 4.321426
-0.01399826 0.002995594 0.02094135 0.1825646 0.3987893 0.2885785 0.266473 0.0865045 0.3639583 0.2478133 0.3928138 0.1126019 0.4366975 0.4514318 0.4306635 0.4300264 0.2922934 0.5695238 0.4944478 0.4411373 0.4040323 0.3274902 0.3600181 0.3234183 0.4100359 0.03073181 -250.2881 -5.221837 238.4042 0.4290661 0.4101937 0.7037677 0.1805457 -0.2386676 1.706449 -4.989647 152.7633 -0.5977931 0.2232638 0.2269601
0.06030525 0.1168169 0.1021506 0.2375439 0.3606725 0.4011867 0.2352119 0.05202745 0.3750567 0.3972981 0.4105747 0.1358516 0.9220842 0.3996266 0.5501022 0.4186179 0.2286622 0.3639377 0.4661014 0.1306045 0.3730958 0.2638231 0.3846882 0.313581 0.324493 0.1340435 -274.3741 5.727422 216.9548 0.213173 0.1124605 0.3931131 0.08541084 -0.5722651 -0.348423 -2.375335 214.7904 0.4510115 0.04984208 2.30905
0.1011599 0.03366269 0.02668948 0.2523245 0.4155462 0.3192585 0.183909 0.02000103 0.3646144 0.3372971 0.4319484 0.3243325 0.7371705 0.4765812 0.5540341 0.6194645 0.7548109 0.5634497 0.5517348 0.2960138 0.4011272 0.4198422 0.5367108 0.3276863 0.3789035 -0.07196537 -241.805 -0.4978355 187.9676 0.5871182 0.7009516 0.8849695 0.5639092 0.7742574 1.247125 6.21017 604.6091 0.3554628 0.2145073 -1.858334
0.05789079 0.04161078 0.04476465 0.1851809 0.3459536 0.1246068 0.1591131 0.0399109 0.4228052 0.4186949 0.4728715 0.3635905 0.646378 0.6750138 0.4330579 0.5475987 0.6324296 0.7380155 0.5912572 0.5345737 0.4137141 0.4150276 0.6330917 0.6558265 0.4356406 0.01901818 -315.1639 12.50884 176.8375 0.713258 0.5351635 0.5955469 0.3814787 -1.043944 0.9298762 6.990518 1340.943 -0.6389673 0.03307166 4.145661
0.08278229 0.06131282 0.08470144 0.2935759 0.3690028 0.3702056 0.1934931 0.008739448 0.3396557 0.3785518 0.4260298 0.08600991 0.8037514 0.5761565 0.5439206 0.6568738 0.6507186 0.1022587 0.441466 0.2335078 0.277347 0.3624773 0.5588332 0.3766786 0.2848709 -0.02465501 -305.6931 -0.07698495 185.4582 0.3901918 0.4355892 0.60029 0.5678456 -0.3662141 1.183274 -5.457466 1289.552 -1.909176 0.08806941 -0.5623472
0.02871469 0.09341144 0.06343978 0.333217 0.411564 0.3361638 0.2695157 5.748369e-06 0.2617719 0.2582251 0.3578702 0.2870031 0.6789112 0.5427516 0.4948474 0.5099461 0.4165657 0.5084006 0.3969381 0.1499707 0.3765089 0.182516 0.3894896 0.2529263 0.2202496 0.2850686 -255.3736 -3.870754 223.4205 0.311398 0.2103862 0.6202719 0.4787856 0.8489164 -0.1616025 4.015988 116.0963 -1.971909 0.3246679 0.6376481
